,summed_mean_abs_shap
MEASURE_ET_DC_RF_Min_S21_Ph_L2180,5.278761664113699e-05
MEASURE_ET_RF_Modeling_Stress_time,5.2067304774395847e-05
MEASURE_ET_RF_Modeling_Rgs_err,5.193013161428727e-05
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos_SD3p5,5.140764884760262e-05
SIN_ET_DC_RF_Vdg_max,5.112143184885924e-05
GATE2_Ali_Litho_Gate_to_recess_alignment,5.084712677826977e-05
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_pos_SD3p5,5.0032506612252317e-05
SIN_Thickness2_SiN_Thickness,4.979843098150439e-05
MEASURE_ET_RGAN3,4.958396847081215e-05
MEASURE_ET_DC_RF_CF_S22_Mag_L1018,4.7948236983419734e-05
MEASURE_ET_Rsh_cat_c2_OW_ST,4.73045993641506e-05
MEASURE_ET_DC_Big_S21dB_10GHz,4.7101676352436604e-05
TOPSIN_ET_sh_f_hr_23,4.690239130685914e-05
FIC_ET_Id_mAmm_at_Vd_cond,4.6832305997933184e-05
THIN_ET_DC_RF_Vg_max_Vd_0p1mA,4.679412227474672e-05
GATE2_CD_358nm_Gate_Win_Length,4.664369668736428e-05
MEASURE_ET_RF_Modeling_Delta_S21_25G,4.640331849130829e-05
MEASURE_ET_DC_RF_S22ang_10GHz,4.57569510484088e-05
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_pos_FPSD3p2,4.56942374848401e-05
MEASURE_ET_DC_RF_S21ang_26GHz_W,4.557854204132227e-05
MEASURE_ET_DC_SMALL_Vt_gs,4.538566313080758e-05
MEASURE_ET_DC_RD_Vbon_min,4.5245452419082196e-05
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,4.52435802221301e-05
WIN_WIN_Alignment_WIN_to_FIN_Alignment,4.474311577782252e-05
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg1,4.463858868002468e-05
THIN_ET_DC_RF_Vbgd_0p1,4.452688280781822e-05
TOPSIN_ET_DC_RF_Vdg_max,4.450115324111807e-05
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg1_FPSD3p2,4.293210937829395e-05
TFRP_ET_TF_AB_3,4.2167249545211567e-05
MEASURE_ET_RF_Modeling_S21_19G_Before,4.20199626607981e-05
MEASURE_ET_RF_Modeling_Vd_stress,4.178423097976664e-05
MEASURE_ET_Rsh_TF_AB2,4.097714537013974e-05
SIN_ET_DC_RF_Vbgd1,4.095042124780132e-05
MEASURE_ET_LT_SEC_Vg_Id_min_Vd3,4.087803705075863e-05
TOPSIN_ET_Load_Pull_Gain_comp_Last,4.081008861032312e-05
MEASURE_ET_DC_SMALL_Vbgs1,4.009198050053829e-05
FIC_ET_R_f_hr_3,4.0008482099424096e-05
TOPSIN_ET_R314,3.970469551016044e-05
TOPSIN_ET_DC_RF_n_gd,3.928951399675968e-05
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg_SD3p5,3.905242258649601e-05
FIC_ET_DC_RF_Vg_optt3,3.902532320231417e-05
MEASURE_ET_LT_SEC_Vbgd1,3.856867257089372e-05
MEASURE_ET_RF_Modeling_Cds_err,3.8232965056263414e-05
TOPSIN_ET_Load_Pull_ID_comp_Last_mA,3.8195661683057924e-05
MEASURE_ET_RF_Modeling_Cgd,3.80371793973301e-05
THIN_ET_DC_RF_Vdg_max,3.700510348999209e-05
BRIDGE_METAL_Height_Final_TOP_metal_thickness,3.667132864959337e-05
SIN_ET_DC_RF_Vboff,3.535291994715334e-05
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm,3.5284518863685174e-05
ANODE_ET_Ran_con_3,3.420234548431517e-05
FIC_ET_FC_lin_4,3.3816802444857255e-05
MEASURE_ET_DC_Big_Ft,3.29330573327242e-05
TOPSIN_ET_Load_Pull_Vg,3.2807795280226845e-05
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_FPSD3p2,3.269057538169241e-05
MEASURE_ET_RF_Modeling_R_Gd,3.1273335578594566e-05
MEASURE_ET_Load_Pull_Vg,3.092876462070387e-05
FIC_ET_DC_PIV_Ids1_QP2,3.077010025107759e-05
THIN_ET_R_4000_VER,3.0189967023743018e-05
GATE1_Thickness1_Triple_E-beam_thickness,3.016491705802815e-05
MEASURE_ET_DC_RF_CF_S12_Mag_L1018,2.9917834989325836e-05
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_FPSD3p2,2.9791237422856064e-05
TOPSIN_ET_DC_PIV_Ids0_QP2,2.9280830079478858e-05
MEASURE_ET_DC_SEC_Vboff_Vds_min_ON,2.8582177488716685e-05
TOPSIN_ET_R_f_hr_2,2.8189475800436587e-05
MEASURE_ET_RF_Modeling_S12dB_10GHz,2.784384247702909e-05
FIC_Height_FIC_metal_thickness,2.766358873500497e-05
MEASURE_ET_DC_RF2_S21dB_26GHz,2.731033994834853e-05
FIC_ET_R_f_tn_1,2.679560160312874e-05
SIN_GATE_ET_Rsh_an_ct2,2.674718268789081e-05
MEASURE_ET_R_400_HOR,2.5749700104026175e-05
MEASURE_ET_Load_Pull_Freq,2.533164928533217e-05
SIN_GATE_ET_OHMC,2.506107801376044e-05
FIC_ET_DC_RF_Vbgs1,2.500824110728614e-05
MEASURE_ET_DC_Stress_Id_stress_after,2.4841292171936247e-05
TOPSIN_ET_C500pf_0,2.454146213908325e-05
MEASURE_ET_DC_SMALL_Vds_max,2.4487412233533484e-05
FP2_Height1_FP2_Height1,2.4098144494025145e-05
MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig_FPSD3p2,2.4025825907787817e-05
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos_FPSD3p2,2.380770595119097e-05
SIN_ET_DC_RF_Vt_gs,2.340519675258179e-05
MEASURE_ET_R_4000_HOR,2.326632109138945e-05
MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig,2.2823619660298616e-05
THIN_ET_R_f_tn_3,2.2609060041075552e-05
THIN_ET_Rsh_an_ct2,2.2026125185334743e-05
MEASURE_ET_Load_Pull_IG_comp_Last_uA,2.1238141956962436e-05
MEASURE_ET_Vbkdn_C385pf,2.1042371531916726e-05
FIC_ET_DC_RF_Vboff,2.0524044310704196e-05
MEASURE_ET_RF_Modeling_Gds_err,2.0235459021994356e-05
MEASURE_ET_DC_RF_MSG_18GHz,1.9988223623259662e-05
MEASURE_ET_RF_Modeling_Ld,1.981071631643511e-05
FIC_ET_DC_RF_Vdg_max_0p1mA,1.9414564390452617e-05
TFRP_ET_TF_AB_2,1.8828211849311294e-05
TFRP_ET_Probe_Number,1.8269803100069083e-05
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd3,1.7945685884984705e-05
MEASURE_ET_Ran_con_2,1.7896007079169637e-05
SIN_ET_DC_RF_Vbgd_0p01,1.774087620763426e-05
TOPSIN_ET_DC_RF_Vt_gd,1.7428891203290632e-05
WIN_CD_WIN_CD,1.7126133952915876e-05
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos,1.7065890288371267e-05
TANR_M_Gauge_P_E_TaN,1.632986560790134e-05
MEASURE_ET_R514,1.6013132928469448e-05
TOPSIN_ET_DC_RF_Ids_m0p2,1.4277699284532983e-05
OHMIC_ET_Ran_con_2,1.4099017661528783e-05
MEASURE_ET_RF_Modeling_Ft_ext,1.376235335376112e-05
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg,1.3348557850981138e-05
MEASURE_ET_DC_Big_S21ang_10GHz,1.3312960329810843e-05
MEASURE_ET_RF_Modeling_L_Gg,1.2017057897053888e-05
TOPSIN_ET_DC_SMALL_Vbgd1,1.1983976005341315e-05
MEASURE_ET_DC_RF_CF_S21_Mag_L1002,1.1235661978915606e-05
TOPSIN_ET_Load_Pull_Pout_W_last,1.120183128722193e-05
TOPSIN_ET_Load_Pull_Pin_Last,1.1163992287114416e-05
MEASURE_ET_DC_RF_CF_S11_Mag_L2180,1.0874830416647558e-05
MEASURE_ET_DC_RD_MSG_18GHz,1.0845293325210074e-05
MEASURE_ET_DC_RF_Vbgs_0p1,1.0388045192764591e-05
CATHODE_ET_Rsh_cat_c2,9.603652487086845e-06
MEASURE_ET_DC_RF_Vbgd_0p1,9.203819630337427e-06
MEASURE_ET_DC_RF_Ft,8.84186119057294e-06
THIN_ET_sh_GA142,8.363006774957248e-06
TOPSIN_ET_OHMC,8.296011893068573e-06
MEASURE_ET_DC_Big_MAG_18GHz,7.343275457831482e-06
OHMIC_ET_R214,5.876716199693021e-06
STREETS_Height_Backside_metal_thickness,5.255058371866056e-06
THIN_ET_Rsh_cat_c2_OW_ST,0.0
MEASURE_ET_DC_RD_Vg_Vbon_max,0.0
FIC_ET_DC_RF_Ids_m0p2,0.0
FIC_ET_Gate_res,0.0
GATE2_Ali_Litho2_Gate_to_ohmic_alignment,0.0
MEASURE_ET_DC_RD_Vboff,0.0
MEASURE_ET_DC_RD_Vboff_ON,0.0
MEASURE_ET_DC_RF_Max_S11_Mag_L2180,0.0
MEASURE_ET_DC_RF_Min_S21_Freq_L2180,0.0
MEASURE_ET_DC_RF_Max_S11_Freq_L1018,0.0
MEASURE_ET_DC_RF_Max_S11_Mag_L1002,0.0
TOPSIN_ET_DC_RF_Vbgs_0p1,0.0
TOPSIN_ET_DC_RF_Vbgs_0p01,0.0
MEASURE_ET_DC_RF_MSG_10GHz,0.0
TOPSIN_ET_DC_RF_Vbgd_0p1,0.0
MEASURE_ET_DC_Diode_S21_dB_forw,0.0
MEASURE_ET_RF_Modeling_S21ang_10GHz,0.0
FIC_ET_R_f_hr_1,0.0
MEASURE_ET_Rsh_F_AB_2,0.0
MEASURE_ET_Rc_OG144,0.0
MEASURE_ET_DC_Big_S22dB_10GHz,0.0
TOPSIN_ET_R_f_tn_3,0.0
TOPSIN_ET_RGAN3,0.0
MEASURE_ET_DC_RF_Vds_max,0.0
MEASURE_ET_RF_Modeling_Rgd,0.0
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg,0.0
TOPSIN_ET_DC_SMALL_Vbgs_0p01,0.0
THIN_ET_C20,0.0
TFRP_ET_TF_AB_1,0.0
MEASURE_ET_DC_SEC_X_Ron_FPSD3p2,0.0
FIC_ET_DC_RF_Vbgd_0p01,0.0
MEASURE_ET_DC_RD_S11dB_18GHz,0.0
MEASURE_ET_DC_SEC_S_Vg_at_I1_pos_FPSD3p2,0.0
MEASURE_ET_DC_SEC_S_Vg_at_I3_neg_SD3p5,0.0
MEASURE_ET_DC_SEC_S_Vboff_Id_plus_Ig_FPSD3p2,0.0
SIN_ET_DC_RF_Vg_max_Vd_0p1mA,0.0
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos_FPSD3p2,0.0
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_SD3p5,0.0
MEASURE_ET_DC_RF_CF_S12_Ph_L1002,0.0
