parameter_A,parameter_B,parameter_C,channels,n_channels
MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_5,TOPSIN_ET_C100CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_5,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_5,TOPSIN_ET_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_5,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_5,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_5,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_SY8_80,THIN_ET_lkg_10,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_SY8_80,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_SY8_80,TOPSIN_ET_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_SY8_80,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_SY8_80,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_SY8_80,TOPSIN_ET_lkg_C175pf,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_GATE_ET_lkg_SY8_80,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_TF_AB_2,THIN_ET_lkg_100_at20V,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_TF_AB_2,THIN_ET_lkg_C300,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_TF_AB_2,TOPSIN_ET_C100CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_TF_AB_2,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_TF_AB_2,TOPSIN_ET_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_TF_AB_2,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_TF_AB_2,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_TF_AB_2,TOPSIN_ET_Gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_TF_AB_2,TOPSIN_ET_lkg_C175pf,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_TF_AB_2,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_10,TOPSIN_ET_C100CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_10,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_10,TOPSIN_ET_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_10,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_10,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_10,TOPSIN_ET_Gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_10,TOPSIN_ET_lkg_C175pf,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_10,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_10,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_10,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_100_at20V,TOPSIN_ET_C100CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_100_at20V,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_100_at20V,TOPSIN_ET_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_100_at20V,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_100_at20V,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_100_at20V,TOPSIN_ET_Gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_5,TOPSIN_ET_C100CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_5,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_5,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_C300,TOPSIN_ET_C100CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_C300,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_C300,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_C300,TOPSIN_ET_Gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_C300,TOPSIN_ET_lkg_C175pf,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,THIN_ET_lkg_C300,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapFICM1,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapFICM1,TOPSIN_ET_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapFICM1,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapFICM1,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapFICM1,TOPSIN_ET_Gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapFICM1,TOPSIN_ET_lkg_C175pf,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapFICM1,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapFICM1,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapUSV,TOPSIN_ET_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapUSV,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapUSV,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapUSV,TOPSIN_ET_Gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapUSV,TOPSIN_ET_lkg_C175pf,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_C100CapUSV,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_CapFICM1,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_CapFICM1,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_CapFICM1,TOPSIN_ET_Gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_CapFICM1,TOPSIN_ET_lkg_C175pf,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_CapFICM1,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_CapFICM1,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_RF_Vg_gm_max,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_RF_Vg_gm_max,TOPSIN_ET_Gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_RF_Vg_gm_max,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_RF_Vg_gm_max,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_RF_Vg_gm_max,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_SMALL_Vp_1,TOPSIN_ET_Gm_max,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_SMALL_Vp_1,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_DC_SMALL_Vp_1,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_Gm_max,TOPSIN_ET_lkg_C175pf,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_Gm_max,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_Gm_max,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_C175pf,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_C450pf,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_Cap1,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_DC_Diode_D_leak_65V,MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_RF_Modeling_Vp_01_W,2_shared_node_chaining,1
MEASURE_ET_DC_Diode_D_leak_65V,MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_50_at20V,2_shared_node_chaining,1
MEASURE_ET_DC_Diode_D_leak_65V,MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_DC_Diode_D_leak_65V,MEASURE_ET_RF_Modeling_Vp_01_W,SIN_GATE_ET_lkg_SY07_10,2_shared_node_chaining,1
MEASURE_ET_DC_Diode_D_leak_65V,MEASURE_ET_RF_Modeling_Vp_01_W,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_DC_Diode_D_leak_65V,MEASURE_ET_RF_Modeling_Vp_01_W,THIN_ET_Ran_con_2,2_shared_node_chaining,1
MEASURE_ET_DC_Diode_D_leak_65V,MEASURE_ET_RF_Modeling_Vp_01_W,TOPSIN_ET_DC_RF_Vds_max,2_shared_node_chaining,1
MEASURE_ET_DC_Diode_D_leak_65V,MEASURE_ET_RF_Modeling_Vp_01_W,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_RF_Modeling_Vp_01_W,SIN_GATE_ET_lkg_SY07_10,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_RF_Modeling_Vp_01_W,THIN_ET_Ran_con_2,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_RF_Modeling_Vp_01_W,TOPSIN_ET_DC_RF_Vds_max,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_50,MEASURE_ET_lkg_50_at20V,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_50,MEASURE_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_50,SIN_GATE_ET_lkg_SY07_10,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_50,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_50,THIN_ET_Ran_con_2,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_50,THIN_ET_lkg_PAD_10,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_50,TOPSIN_ET_DC_RF_Vds_max,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_50,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_50_at20V,MEASURE_ET_lkg_Cap1,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_50_at20V,SIN_GATE_ET_lkg_SY07_10,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_50_at20V,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_50_at20V,THIN_ET_Ran_con_2,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_50_at20V,TOPSIN_ET_DC_RF_Vds_max,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_50_at20V,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_Cap1,SIN_GATE_ET_lkg_SY07_10,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_Cap1,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_Cap1,THIN_ET_Ran_con_2,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_Cap1,THIN_ET_lkg_PAD_10,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_Cap1,TOPSIN_ET_DC_RF_Vds_max,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,MEASURE_ET_lkg_Cap1,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,SIN_GATE_ET_lkg_SY07_10,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,SIN_GATE_ET_lkg_SY07_10,THIN_ET_Ran_con_2,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,SIN_GATE_ET_lkg_SY07_10,THIN_ET_lkg_PAD_10,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,SIN_GATE_ET_lkg_SY07_10,TOPSIN_ET_DC_RF_Vds_max,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,SIN_GATE_ET_lkg_SY07_10,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,SIN_GATE_ET_lkg_SY8_80,THIN_ET_Ran_con_2,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,SIN_GATE_ET_lkg_SY8_80,TOPSIN_ET_DC_RF_Vds_max,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,SIN_GATE_ET_lkg_SY8_80,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,THIN_ET_Ran_con_2,THIN_ET_lkg_PAD_10,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,THIN_ET_Ran_con_2,TOPSIN_ET_DC_RF_Vds_max,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,THIN_ET_Ran_con_2,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,THIN_ET_lkg_PAD_10,TOPSIN_ET_DC_RF_Vds_max,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_Vp_01_W,TOPSIN_ET_DC_RF_Vds_max,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_sh_f_tn_23,MEASURE_ET_Cap2pf,MEASURE_ET_DC_SMALL_Vg_max_Vd,2_shared_node_chaining,1
FIC_ET_sh_f_tn_23,MEASURE_ET_Cap3pf_0,MEASURE_ET_DC_SMALL_Vg_max_Vd,2_shared_node_chaining,1
FIC_ET_sh_f_tn_23,MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,MEASURE_ET_DC_SMALL_Vg_max_Vd,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,MEASURE_ET_Cap3pf_0,MEASURE_ET_DC_SMALL_Vg_max_Vd,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,MEASURE_ET_DC_SMALL_Vg_max_Vd,2_shared_node_chaining,1
MEASURE_ET_Cap3pf_0,MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,MEASURE_ET_DC_SMALL_Vg_max_Vd,2_shared_node_chaining,1
MEASURE_ET_DC_RF_Max_S11_Freq_L2180,MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,MEASURE_ET_DC_SMALL_Vg_max_Vd,2_shared_node_chaining,1
MEASURE_ET_DC_RF_Max_S11_Freq_L2180,MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,MEASURE_ET_RF_Modeling_Id_search,2_shared_node_chaining,1
MEASURE_ET_DC_RF_Max_S11_Freq_L2180,MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,THIN_ET_C_CAT_2_OW_ST,2_shared_node_chaining,1
MEASURE_ET_DC_RF_Max_S11_Freq_L2180,MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,THIN_ET_Ran_con_2,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,MEASURE_ET_DC_SMALL_Vg_max_Vd,MEASURE_ET_RF_Modeling_Id_search,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,MEASURE_ET_DC_SMALL_Vg_max_Vd,THIN_ET_C_CAT_2_OW_ST,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,MEASURE_ET_DC_SMALL_Vg_max_Vd,THIN_ET_Ran_con_2,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,MEASURE_ET_RF_Modeling_Id_search,THIN_ET_C_CAT_2_OW_ST,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,MEASURE_ET_RF_Modeling_Id_search,THIN_ET_Ran_con_2,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,THIN_ET_C_CAT_2_OW_ST,THIN_ET_Ran_con_2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_C_CAT_2,MEASURE_ET_R414,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_C_CAT_2,MEASURE_ET_RF_Modeling_S12ang_10GHz,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_C_CAT_2,MEASURE_ET_RGAN2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_C_CAT_2,SIN_ET_DC_RF_Vbin_gd,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_C_CAT_2,TFRP_ET_Rc_TF_AB_2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_C_CAT_2,THIN_ET_C_AN_2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_C_CAT_2,THIN_ET_DC_RF_Vbgs1,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_C_CAT_2,TOPSIN_ET_Gate_res,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_R414,MEASURE_ET_RF_Modeling_S12ang_10GHz,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_R414,MEASURE_ET_RGAN2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_R414,SIN_ET_DC_RF_Vbin_gd,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_R414,TFRP_ET_Rc_TF_AB_2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_R414,THIN_ET_C_AN_2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_R414,THIN_ET_DC_RF_Vbgs1,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_R414,TOPSIN_ET_Gate_res,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_RF_Modeling_S12ang_10GHz,MEASURE_ET_RGAN2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_RF_Modeling_S12ang_10GHz,SIN_ET_DC_RF_Vbin_gd,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_RF_Modeling_S12ang_10GHz,TFRP_ET_Rc_TF_AB_2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_RF_Modeling_S12ang_10GHz,THIN_ET_C_AN_2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_RF_Modeling_S12ang_10GHz,THIN_ET_DC_RF_Vbgs1,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_RF_Modeling_S12ang_10GHz,TOPSIN_ET_Gate_res,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_RGAN2,SIN_ET_DC_RF_Vbin_gd,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_RGAN2,TFRP_ET_Rc_TF_AB_2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_RGAN2,THIN_ET_C_AN_2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_RGAN2,THIN_ET_DC_RF_Vbgs1,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_RGAN2,TOPSIN_ET_Gate_res,2_shared_node_chaining,1
ANODE_ET_Probe_Number,SIN_ET_DC_RF_Vbin_gd,TFRP_ET_Rc_TF_AB_2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,SIN_ET_DC_RF_Vbin_gd,THIN_ET_C_AN_2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,SIN_ET_DC_RF_Vbin_gd,THIN_ET_DC_RF_Vbgs1,2_shared_node_chaining,1
ANODE_ET_Probe_Number,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_Gate_res,2_shared_node_chaining,1
ANODE_ET_Probe_Number,TFRP_ET_Rc_TF_AB_2,THIN_ET_C_AN_2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,TFRP_ET_Rc_TF_AB_2,THIN_ET_DC_RF_Vbgs1,2_shared_node_chaining,1
ANODE_ET_Probe_Number,TFRP_ET_Rc_TF_AB_2,TOPSIN_ET_Gate_res,2_shared_node_chaining,1
ANODE_ET_Probe_Number,THIN_ET_C_AN_2,THIN_ET_DC_RF_Vbgs1,2_shared_node_chaining,1
ANODE_ET_Probe_Number,THIN_ET_C_AN_2,TOPSIN_ET_Gate_res,2_shared_node_chaining,1
ANODE_ET_Probe_Number,THIN_ET_DC_RF_Vbgs1,TOPSIN_ET_Gate_res,2_shared_node_chaining,1
ANODE_ET_Probe_Number,FIC_ET_DC_PIV_Gate_Lag_0,MEASURE_ET_RGAN2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_C100USV_Cappf,MEASURE_ET_RGAN2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,MEASURE_ET_RGAN2,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_RGAN2,MEASURE_ET_lkg_50,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_RGAN2,THIN_ET_lkg_5,2_shared_node_chaining,1
ANODE_ET_Probe_Number,MEASURE_ET_RGAN2,TOPSIN_ET_lkg_CapPARCAP,2_shared_node_chaining,1
FIC_ET_DC_PIV_Gate_Lag_0,MEASURE_ET_C100USV_Cappf,MEASURE_ET_RGAN2,2_shared_node_chaining,1
FIC_ET_DC_PIV_Gate_Lag_0,MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,MEASURE_ET_RGAN2,2_shared_node_chaining,1
FIC_ET_DC_PIV_Gate_Lag_0,MEASURE_ET_RGAN2,MEASURE_ET_lkg_50,2_shared_node_chaining,1
FIC_ET_DC_PIV_Gate_Lag_0,MEASURE_ET_RGAN2,THIN_ET_lkg_5,2_shared_node_chaining,1
FIC_ET_DC_PIV_Gate_Lag_0,MEASURE_ET_RGAN2,TOPSIN_ET_lkg_CapPARCAP,2_shared_node_chaining,1
MEASURE_ET_C100USV_Cappf,MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,MEASURE_ET_RGAN2,2_shared_node_chaining,1
MEASURE_ET_C100USV_Cappf,MEASURE_ET_RGAN2,MEASURE_ET_lkg_50,2_shared_node_chaining,1
MEASURE_ET_C100USV_Cappf,MEASURE_ET_RGAN2,TOPSIN_ET_lkg_CapPARCAP,2_shared_node_chaining,1
