raw_csv_parameter_name,spline_relationship_class,spline_evidence_label,spline_nonlinear_advantage,v1_relationship_type,v1_evidence_label,v2_shape,v2_evidence_label,vs_v1_lightgbm,vs_v2_binned
MEASURE_ET_DC_RF_S11dB_10GHz,INVERTED_U,STRONG,True,flat_no_clear_effect,INCONCLUSIVE,complex_nonmonotonic,STRONG,SPLINE_ONLY,BOTH_FOUND_DIFFERENT_SHAPE
SIN_ET_DC_RF_Vbin_gd,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
BRGM_ET_Rsh_F_AB_2,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
THIN_ET_TF_AB_3,THRESHOLD,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_S_Vg_at_I2_neg_FPSD3p2,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_PIV_Imax_QP1,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_RGAN2,THRESHOLD,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_RF2_S12dB_26GHz,THRESHOLD,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
FIC_ET_TR_1F,U_SHAPED,STRONG,True,,not_screened_by_v1,U_shape,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
EBCR2_ET_Ids_EBCR_recess_current,THRESHOLD,STRONG,False,,not_screened_by_v1,monotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
SIN_ET_DC_RF_n_gs,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_S_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
FIN_Etch_Soft_Bias,THRESHOLD,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_RF_n_gd,THRESHOLD,STRONG,True,,not_screened_by_v1,inverted_U,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
CATHODE_ET_Rc_cat_ct2_OW_ST,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_CapUSV_0,THRESHOLD,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_Stress_Id_max_Ig_after,COMPLEX_NONLINEAR,STRONG,True,flat_no_clear_effect,INCONCLUSIVE,complex_nonmonotonic,MODERATE,SPLINE_ONLY,BOTH_AGREE_SHAPE
MEASURE_ET_DC_RF_Min_S21_Ph_L1018,U_SHAPED,STRONG,True,,not_screened_by_v1,threshold,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_RF_Modeling_S22ang_10GHz,SATURATION,STRONG,True,flat_no_clear_effect,INCONCLUSIVE,complex_nonmonotonic,MODERATE,SPLINE_ONLY,BOTH_FOUND_DIFFERENT_SHAPE
MEASURE_ET_DC_SMALL_Vbgd1,U_SHAPED,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg,MONOTONIC_POSITIVE,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_DC_RF_Gm_max,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_RF_Modeling_Fmax_ext,U_SHAPED,STRONG,True,,not_screened_by_v1,U_shape,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
THIN_ET_Ran_con_2_OW_CR,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
MEASURE_ET_RF_Modeling_Cgd_err,THRESHOLD,STRONG,True,flat_no_clear_effect,INCONCLUSIVE,threshold,WEAK,SPLINE_ONLY,SPLINE_ONLY
MEASURE_ET_DC_RF_Gm_m0p2,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
BRGM_ET_Rc_F_AB_2,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
TFRP_ET_TF_AB_2,THRESHOLD,STRONG,True,,not_screened_by_v1,threshold,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
SIN_ET_DC_RF_Vt_gd,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig_FPSD3p2,PROCESS_WINDOW,STRONG,True,,not_screened_by_v1,threshold,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
THIN_ET_DC_RF_Imax,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_Rc_cat_ct2,PROCESS_WINDOW,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
SIN_ET_DC_PIV_Imax_QP2,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_Cap20,THRESHOLD,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_DC_SMALL_Vboff,THRESHOLD,STRONG,False,,not_screened_by_v1,monotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
TOPSIN_ET_DC_SMALL_Gm_0,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_RF_K_W,COMPLEX_NONLINEAR,STRONG,True,threshold,STRONG,complex_nonmonotonic,WEAK,BOTH_FOUND_DIFFERENT_SHAPE,SPLINE_ONLY
MEASURE_ET_DC_Big_S22dB_10GHz,THRESHOLD,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_DC_RF_Vp_01,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_Vp_1,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_Big_MAG_10GHz,COMPLEX_NONLINEAR,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_lkg_CapM1BRGM,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_Vgs_back_0p1V,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_RF_Modeling_Rd,THRESHOLD,STRONG,False,,not_screened_by_v1,monotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
MEASURE_ET_DC_PIV_Imax_QP2,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
TOPSIN_ET_DC_SMALL_Vdg_max_0p1,THRESHOLD,STRONG,False,,not_screened_by_v1,monotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
TOPSIN_ET_DC_RF_Vg_gm_max,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,U_shape,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_CapFICBRGM_0,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SMALL_Vbgd_0p1,INVERTED_U,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_RF_MAG_35GHz,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
THIN_ET_R_400_VER,THRESHOLD,STRONG,True,,not_screened_by_v1,inverted_U,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
BRGM_ET_C200,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_C100CapM1BRGM,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
CATHODE_ET_Rsh_cat_c2,SATURATION,STRONG,True,,not_screened_by_v1,threshold,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg1_FPSD3p2,MONOTONIC_POSITIVE,STRONG,False,,not_screened_by_v1,monotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_DC_RF_S22dB_10GHz,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5,THRESHOLD,STRONG,True,flat_no_clear_effect,INCONCLUSIVE,complex_nonmonotonic,MODERATE,SPLINE_ONLY,BOTH_FOUND_DIFFERENT_SHAPE
MEASURE_ET_Vbkdn_C300pf,THRESHOLD,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
SIN_ET_DC_RF_Vg_optt,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_RF_CF_S22_Ph_L1002,COMPLEX_NONLINEAR,STRONG,False,,not_screened_by_v1,U_shape,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
THIN_ET_R_4000_VER,THRESHOLD,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_Load_Pull_PhL_meas,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
BRGM_ET_lkg_SY8_80,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_RF_Modeling_Rgs,SATURATION,STRONG,False,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_RF_Modeling_Stress_time,SATURATION,STRONG,False,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_DC_RF_Idss_W,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_DC_RF_Gm_0_W,SATURATION,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_S_Ids_max_norm_FPSD3p2,SATURATION,STRONG,False,,not_screened_by_v1,monotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
FIC_ET_R_f_hr_2,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_DC_RF_Vg_gm_max,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_C200,THRESHOLD,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
THIN_ET_Rsh_F_AB_2,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
SIN_GATE_ET_Rc_OG142_GN,THRESHOLD,STRONG,True,,not_screened_by_v1,U_shape,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
FMESA_Height_Fmesa_Height,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_RF_Vg_max_Vd,THRESHOLD,STRONG,False,,not_screened_by_v1,monotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
MEASURE_ET_RF_Modeling_Ld,U_SHAPED,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_C100CapM1BRGM,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_Load_Pull_Gss,COMPLEX_NONLINEAR,STRONG,True,flat_no_clear_effect,INCONCLUSIVE,complex_nonmonotonic,WEAK,SPLINE_ONLY,SPLINE_ONLY
MEASURE_ET_DC_RF_S11ang_26GHz_W,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_C100C500pf,THRESHOLD,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
MEASURE_ET_DC_RF_MSG_18GHz,MONOTONIC_POSITIVE,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_RF_Modeling_S22dB_10GHz,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
OHMIC_ET_Ran_con_1,THRESHOLD,STRONG,True,,not_screened_by_v1,monotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
THIN_ET_TF_AB_1,THRESHOLD,STRONG,True,flat_no_clear_effect,INCONCLUSIVE,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY,SPLINE_ONLY
MEASURE_ET_DC_Stress_Vp_before,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first,THRESHOLD,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_S_Bin_SD3p5,U_SHAPED,STRONG,True,,not_screened_by_v1,threshold,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
TOPSIN_ET_DC_SMALL_Vt_gd,THRESHOLD,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
FIC_ET_Vdg_max,THRESHOLD,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_RF_Gm_max,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
TOPSIN_ET_DC_RF_Vg_max_Vd,THRESHOLD,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
MEASURE_ET_Vg_gm_max,COMPLEX_NONLINEAR,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
THIN_ET_KLV_F_AB_4u,SATURATION,STRONG,True,,not_screened_by_v1,threshold,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
BRGM_ET_KLV_F_M1_4u,U_SHAPED,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg_FPSD3p2,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
GATE2_Ali_Litho2_Gate_to_ohmic_alignment,SATURATION,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd7,THRESHOLD,STRONG,False,,not_screened_by_v1,monotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
TOPSIN_ET_CapM1BRGM,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_HIRS,COMPLEX_NONLINEAR,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_RF_Vboff_ON,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
SIN_GATE_ET_R514,THRESHOLD,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_Vdg_max,THRESHOLD,STRONG,False,,not_screened_by_v1,monotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
MEASURE_ET_DC_SEC_Ids_min_ON,THRESHOLD,STRONG,True,flat_no_clear_effect,INCONCLUSIVE,threshold,WEAK,SPLINE_ONLY,SPLINE_ONLY
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_second,THRESHOLD,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
SIN_ET_DC_RF_Vg_gm_max,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,SATURATION,STRONG,True,flat_no_clear_effect,INCONCLUSIVE,threshold,STRONG,SPLINE_ONLY,BOTH_AGREE_SHAPE
TOPSIN_ET_CapM1BRGM_0,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_Rc_TF_AB_2,INVERTED_U,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
FIC_ET_DC_RF_Vbgd1,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
TOPSIN_ET_Rc_f_hr_23,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
SIN_GATE_ET_Rc_OG144,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
THIN_ET_C_CAT_2,PROCESS_WINDOW,STRONG,False,,not_screened_by_v1,threshold,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_RF_Modeling_Vd_set,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos_SD3p5,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_Cap_USV,SATURATION,STRONG,False,,not_screened_by_v1,monotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
FIC_ET_DC_RF_n_gs,U_SHAPED,STRONG,True,,not_screened_by_v1,U_shape,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_OHMC,THRESHOLD,STRONG,False,,not_screened_by_v1,inverted_U,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg3_SD3p5,U_SHAPED,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
MEASURE_ET_RF_Modeling_S11dB_10GHz,U_SHAPED,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_Load_Pull_IG_comp_Last_uA,THRESHOLD,STRONG,False,,not_screened_by_v1,monotonic,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
TOPSIN_ET_CapUSV_0,THRESHOLD,STRONG,True,flat_no_clear_effect,INCONCLUSIVE,inverted_U,WEAK,SPLINE_ONLY,SPLINE_ONLY
MEASURE_ET_sh_GA142,THRESHOLD,STRONG,True,,not_screened_by_v1,U_shape,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_PIV_Idss_QP2,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first,U_SHAPED,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
