,fold_0,fold_1,fold_2,fold_3,fold_4
STAGE_STD_Gm_max,0.0002511351233468172,4.340492031681908e-05,0.00014159874380931305,0.0001752938780153912,0.0004395118084873118
STAGE_STD_HIRS,4.758941672093073e-05,0.0016148173467658421,0.00014229761667805803,0.0,0.00016268572545595096
STAGE_STD_Ids_m2,0.0003264424461758804,0.0,0.0,0.0,3.1838208225606356e-05
STAGE_STD_KLV_F_AB_4u,6.489368976301475e-05,0.0,0.0,0.00034786441820518855,1.6184107564390188e-05
STAGE_STD_KLV_F_M1_4u,0.0,0.0,2.6093622023262564e-05,0.0,0.0
STAGE_STD_OHMC,0.00045617521119576104,0.0029079539468891144,0.0005702953278609528,6.286998969274971e-05,1.000480730641069e-05
STAGE_STD_R114,2.401493551361471e-05,7.628367524919032e-05,0.001639925479278167,7.405089411369012e-05,0.0003282208030991639
STAGE_STD_R214,0.0009842893233656955,0.00010952734706935649,6.555159811017393e-05,0.00018839046960594355,0.00034814955272164104
STAGE_STD_R314,7.790263011703009e-05,0.00013388456266706284,7.738153700500502e-05,2.834813790946506e-05,0.00013518572495840837
STAGE_STD_R_f_hr_1,9.769551293026005e-05,0.0008560039485198474,0.00030503853869948903,0.00020382837193048638,0.0004752651449261737
STAGE_STD_R_f_hr_2,0.00020178752124798692,6.294792026877832e-06,0.00010042696964967551,0.0022047094032623194,0.0008205375622127279
STAGE_STD_R_f_hr_3,0.0020416064654251677,0.0001308834740824884,0.0014038721928387094,0.00030088625858016693,0.0
STAGE_STD_R_f_tn_1,0.007516230216452836,0.016642799291526233,0.02857798387955128,0.015448834900291338,0.01577599821925723
STAGE_STD_R_f_tn_2,0.00010310927550356429,0.00011886101147124892,0.00018759801102691856,0.00021478049730748504,0.00028100016075160707
STAGE_STD_R_f_tn_3,0.00010757428227416052,0.0001831337143877074,0.00014059762801823278,7.597301319114563e-06,0.0005255919535122388
STAGE_STD_Ran_con_1,0.00014628318131530783,9.11111598324018e-05,0.0008453034714703301,0.00014344219007976071,0.0008338639692926778
STAGE_STD_Ran_con_1_OW_CR,3.175686647095061e-05,0.00014495902078847357,3.828630614441335e-05,0.0013975240777346727,7.785561934565428e-05
STAGE_STD_Ran_con_2,8.538592119242904e-06,0.0013810606370108706,0.00010416829199478757,0.0001505537353530425,3.2958388975427245e-05
STAGE_STD_Ran_con_2_OW_CR,0.0,0.0,2.9767526292524777e-05,0.0,0.0007553567536949127
STAGE_STD_Ran_con_3,0.00020812428711782557,0.00011212012322662903,0.00019962305696390417,0.0015121992347452607,0.0003203475766661173
STAGE_STD_Ran_con_3_OW_CR,4.7950244426635636e-05,0.0,0.00023404785174576295,3.7678199569761433e-05,0.0
STAGE_STD_Rc_F_AB_2,0.0,0.0,0.0,0.0,0.0
STAGE_STD_Rc_OG142,1.2292887941264123e-05,0.0011328909173576784,2.603610735256327e-05,3.1035806178660345e-05,9.5169603634723e-06
STAGE_STD_Rc_TF_AB_2,7.643944462910894e-05,4.3174545891697795e-05,1.3497913879814924e-05,1.9793031060394733e-05,0.0
STAGE_STD_Rc_an_ct2,0.0014253750467604067,0.0,5.0658077395369277e-05,3.1114197746395065e-05,0.0009872990558346506
STAGE_STD_Rc_an_ct2_OW_CR,0.0007576994455163277,0.0007756312331115517,0.00171719188155393,4.507159984155627e-05,0.0
STAGE_STD_Rc_cat_ct2,0.0001993258539670863,0.0007172867877966212,0.0001403401330926237,0.0001119823071178316,0.0007390217218432325
STAGE_STD_Rc_cat_ct2_OW_ST,1.1007524376325403e-05,3.088034425544915e-05,0.0,0.00012986894571232873,7.339958910420343e-06
STAGE_STD_Rc_f_hr_23,0.0,7.968334209085966e-05,9.237141702116974e-05,6.215735917705662e-05,0.00011441688860358957
STAGE_STD_Rc_f_tn_23,0.0,2.2743797913066347e-05,2.760526260676173e-05,4.605003366250723e-05,0.001517581541771684
STAGE_STD_Rcat_cn_1,0.00012942846791520968,1.9424868473880043e-05,0.0,5.1020337817219716e-05,0.0
STAGE_STD_Rcat_cn_1_OW_ST,3.6197550748131344e-05,1.913832750988724e-05,0.0,0.0,9.432802521429903e-05
STAGE_STD_Rcat_cn_2,0.0,4.506344350060665e-05,0.006207593892994047,1.142128053457031e-05,0.004832911738507914
STAGE_STD_Rcat_cn_2_OW_ST,0.0,8.947535076028562e-05,4.867092195593495e-05,0.0011245419325819608,2.6301448650317843e-05
STAGE_STD_Rcat_cn_3,0.0009852434039695139,0.0,0.0016360587470634518,0.0,0.0009173811129186664
STAGE_STD_Rcat_cn_3_OW_ST,2.1350391268865134e-05,5.569134770623462e-05,2.3120682631232382e-05,0.0,0.0
STAGE_STD_Rsh_F_AB_2,0.0,0.0,0.0,0.0,0.0
STAGE_STD_Rsh_an_ct2,5.77267458036178e-05,0.0038066021383947324,0.0006910711535251263,0.004952419463880721,0.00020970645384088869
STAGE_STD_Rsh_an_ct2_OW_CR,1.8467543501649605e-05,2.9504773872708744e-05,0.0001675219113457315,5.669428343277189e-05,4.106233742430928e-05
STAGE_STD_Rsh_cat_c2,0.00011572701185682905,7.672537036006713e-05,1.0224796179320554e-05,0.0001802210614552309,5.071186235935808e-05
STAGE_STD_Rsh_cat_c2_OW_ST,0.0003038271792494585,0.0009450530487646216,2.860821542782405e-05,2.1367244442921268e-05,3.7564215266021054e-05
STAGE_STD_TANR,0.00019102090562754707,0.00047133600778085673,0.00019192802827806905,3.833672329845164e-05,4.709186068708064e-05
STAGE_STD_TF_AB_1,8.117917229823307e-05,0.0004049802679370777,0.001970865875516556,0.00016389601730476192,0.004920483749202404
STAGE_STD_TF_AB_2,0.0,6.525507439631471e-05,1.2781637241964207e-05,0.0,2.481658709774617e-05
STAGE_STD_TF_AB_3,3.273572059809441e-05,9.010051520196155e-06,0.0,0.0,9.500303788211464e-05
STAGE_STD_TR_1F,0.0,0.0,0.0,0.0,0.0
STAGE_STD_Vbkd,0.0010501840227311752,0.0,2.378876731989658e-05,9.6657847934229e-05,0.00011391833352026557
STAGE_STD_Vdg_max,0.0,0.0004942389696602558,0.0,0.00019755105131065873,0.00018384888786226515
STAGE_STD_Vds_max,1.947322414120699e-05,0.004939550956479765,2.0815546187922205e-05,0.0,0.0
STAGE_STD_Vg_Vds_max,0.0002887614073265978,0.0,0.0003713740867555997,2.0802531936341043e-05,4.045461587812867e-05
STAGE_STD_Vg_gm_max,0.00010256227531479975,0.0001040889285669967,2.6906843439916253e-05,0.00021910127981193198,0.0001615208507089882
STAGE_STD_Vp_1,0.0,8.219773983880893e-06,0.0001657810457616463,4.9961734118979946e-05,2.234865902469602e-05
STAGE_STD_i5021_1,0.0,0.0,2.9026879928322337e-05,0.0,0.0
STAGE_STD_i5021_2,0.0,0.0,0.0,0.0,5.5571600953599865e-05
STAGE_STD_i5021_3,0.0,0.0,0.0,0.0,0.0
STAGE_STD_lkg_5,0.0018157454870602434,0.0,0.0003874026523370625,6.0040824672213934e-05,0.000141455580767355
STAGE_STD_lkg_C200,1.2721534690566378e-05,6.635864168506548e-05,0.0,0.0,0.0
STAGE_STD_lkg_C300,0.0,0.0,0.0,2.6123618779210532e-05,0.0
STAGE_STD_lkg_SY07_10,0.0,0.0,0.0,0.0,0.0
STAGE_STD_lkg_SY8_80,0.0,0.0,0.0,0.0,0.0
STAGE_STD_sh_GA142,0.0017666439765953307,0.0007032926079450729,0.005929244248125748,0.00018713143058435742,0.004505704622118616
STAGE_STD_sh_f_hr_23,0.00016493776809973492,0.00011623215350866634,9.278728198324923e-05,0.0002779744271617385,4.065260946393612e-05
STAGE_STD_sh_f_tn_23,7.67745309079547e-05,0.00040148660503020107,0.0016956414670326848,0.0024433792097784614,0.0006510489240312421
STREETS_Height_Backside_metal_thickness,0.000561816245273329,3.7910475394157465e-05,1.9406121482935128e-05,1.6686743451873946e-05,0.00013207445823589713
Sort_Yield_target[%]_88,0.0,0.0,0.0,0.0,0.0
Sort_Yield_target[%]_90,0.0,0.0,0.0,0.0,0.0
TANR_M_Gauge_P_E_TaN,0.0005015791402233723,0.0006215634912910038,0.00027145541803785605,9.882148662752817e-05,3.466688592699536e-05
TFRP_ET_Probe_Number,7.077027478142068e-05,0.00020152573469932086,0.000888436882186917,9.206374239300727e-05,0.00016649903211446443
TFRP_ET_Rc_TF_AB_2,0.0004475205873284944,0.00039856690342168777,0.0018822093268221487,0.0011435690783611599,0.00023120822522688676
TFRP_ET_Rsh_TFR2,0.0004789960860208627,0.001238798675924803,0.008863521259782809,0.0008297440170047393,0.0001125380474132833
TFRP_ET_TFRP,0.0,0.0,7.971689116349172e-05,0.00013631901391336466,7.681673495631836e-06
TFRP_ET_TF_AB_1,0.00033927726887319267,0.0001234245360273123,3.842533951796649e-05,9.113051119349701e-05,0.00011186518304599294
TFRP_ET_TF_AB_2,6.353178080268515e-05,0.0006241863576730819,0.00013163268382606193,0.00025510354290730214,0.00017904004011340985
TFRP_ET_TF_AB_3,4.1240303493991967e-05,0.00016896213548022422,6.510917874874831e-05,2.9888846182105826e-05,8.324867855516887e-05
TFRP_M_Gauge_P_E_Resistors,9.070108061804484e-06,0.00013555820477721174,0.001211051791282849,4.80402450644548e-05,5.7489801216333125e-05
THIN_ET_C100,0.003720608938988715,0.0,0.003730711811720279,0.001454924570146175,0.004711521659357721
THIN_ET_C20,0.0036604272236903804,7.086151546622901e-05,0.0002415524680411371,0.00454561459365242,0.0005034356731728118
THIN_ET_C200,0.0022622621271974363,0.003802608571262354,0.002608760192532316,0.0058554794366905165,0.0010891812749725621
THIN_ET_C200_0,0.0005057309217939676,2.790540289284082e-05,0.00018946183510032595,3.660660041710358e-05,0.0
THIN_ET_C20_0,0.0022361284656844675,0.0042564235201476425,0.00338124600969497,0.0030445353301637793,0.0018052339893261631
THIN_ET_C300,0.00013845290906665792,0.002846219505900205,0.0002022773860966986,0.004983929116284283,0.0024936441583366105
THIN_ET_C300_0,0.0009770889736069835,0.004458662108220968,0.0021205325213870334,0.0005600737977132082,0.0022187180425621423
THIN_ET_C_AN_2,1.4041446712544791e-05,0.006124197039680983,0.008138861937614587,0.0019157292947827142,0.005452456944721198
THIN_ET_C_AN_2_OW_CR,0.0,0.00018902591316659982,0.0025036563345431904,0.00030341514289386966,0.0022285119326640335
THIN_ET_C_CAT_2,0.0007901241225127015,2.549590810992887e-05,0.00014525871069563778,0.0018545947635754962,0.00011675715585832061
THIN_ET_C_CAT_2_OW_ST,0.0002207731301222895,0.004624195367379111,0.0,0.00041999273351649754,0.0001932865161943708
THIN_ET_Cap20,0.003171376248657709,0.0031791272649960706,0.0018717642745753214,0.001251670078092056,0.00151277798043882
THIN_ET_Cap_C300,1.2598555188391034e-05,8.453340245506646e-05,1.1819671066697658e-05,0.00010132977428848959,0.00025614533259897884
THIN_ET_DC_RD_Vboff,0.002548877359841634,0.00010509247523220759,0.0007607589816703084,0.0010761879244409844,0.00017424319669457277
THIN_ET_DC_RF_Gm_0,7.313691755598697e-05,2.015542328238623e-05,0.00021406305369263293,5.5387824169460844e-05,0.0
THIN_ET_DC_RF_Gm_m0p2,0.0,3.742182417257365e-05,0.0014768374939988873,4.9681408992164694e-05,0.0
THIN_ET_DC_RF_Gm_max,0.0,8.851790437013757e-05,1.5941533675117223e-05,0.0,0.0
THIN_ET_DC_RF_Id_gm_max,0.002019623435252573,0.0,0.0008237203795012501,1.8050000797675665e-05,3.390047613823643e-05
THIN_ET_DC_RF_Ids_m0p2,1.839379604827413e-05,1.5268801418279714e-05,2.100073781317045e-05,0.0010942465686307296,0.00011266308073661431
THIN_ET_DC_RF_Idss,0.0,0.0,0.0,0.00012338074249014085,0.0
THIN_ET_DC_RF_Imax,0.0,6.278411167218933e-05,0.0,0.00010313642619584897,5.3200990728147794e-05
THIN_ET_DC_RF_Vbgd1,2.2383195829950545e-05,4.594021204810659e-05,0.004357189255460542,3.255703099880795e-05,0.0004179249761830941
THIN_ET_DC_RF_Vbgd_0p01,0.0034600864809023386,0.0029460220919299246,0.0023988687106432124,0.0016427149875410832,0.0027761104096150975
THIN_ET_DC_RF_Vbgd_0p1,0.0016644457873442324,8.399354421597225e-05,0.001695949899013958,0.0006268088902038828,0.0016464683684681266
THIN_ET_DC_RF_Vbgs1,0.0008414155772793565,0.0005173477743299689,0.00011573884650632516,0.0006478957958218067,0.001600783755351188
THIN_ET_DC_RF_Vbgs_0p01,0.006296621183230018,0.0053088799161782035,0.0008908981697110724,0.0013730244821138777,0.0
THIN_ET_DC_RF_Vbgs_0p1,2.8375078725613185e-05,0.0013478737334500527,0.0016378849984056952,0.0018248627160188254,0.00043008708178287507
THIN_ET_DC_RF_Vbin_gd,7.686591331469903e-05,0.001114537754410594,0.0007398217323041291,0.0,0.0007723194295446033
THIN_ET_DC_RF_Vbin_gs,0.0014996829569732949,0.00019374176352539519,0.0012522057416368489,0.003715534950939305,0.005343170895487706
THIN_ET_DC_RF_Vdg_max,0.0001767206694655198,0.00022675851793774548,0.00011459248309332406,0.0019891236722585806,0.00022496046681132545
THIN_ET_DC_RF_Vdg_max_0p1mA,0.0004690613616593964,0.00016778433464678704,0.002065577539497386,4.655853740852744e-05,0.0004885548148470979
THIN_ET_DC_RF_Vds_max,0.00018096202855515589,0.00024276852264394928,0.00044259811645754336,3.4592884614494466e-05,0.0003828974715897627
THIN_ET_DC_RF_Vds_max_0p1mA,0.0038893227407043,0.0008659580759521201,0.009611141663765374,0.0030306878361949117,0.008031953644917057
THIN_ET_DC_RF_Vg_gm_max,0.00034998346764124425,0.00010391668443050354,2.5240583587262003e-05,0.0,1.0875150995694963e-05
THIN_ET_DC_RF_Vg_max_Vd,0.0,0.0005728036952180778,0.0007253928638396011,0.0007543453188909187,0.00031395139399819754
THIN_ET_DC_RF_Vg_max_Vd_0p1mA,5.904395403512318e-05,0.0006694932605209558,5.3154387146901024e-05,1.1486677802470014e-05,0.00016316911507524538
THIN_ET_DC_RF_Vg_optt1,0.0030178071225635916,0.006454417845762646,0.00036434413386634987,0.0057181772507539546,0.001249597810198824
THIN_ET_DC_RF_Vg_optt2,0.0015947279528849582,0.0001572944695693482,4.013593432356397e-05,1.5331864629673952e-05,0.00018861715426487214
THIN_ET_DC_RF_Vg_optt3,0.015177641173992448,0.015304431292370338,0.010001755971598244,0.013520619216075083,0.002974552284057951
THIN_ET_DC_RF_Vp_01,4.11671478752514e-05,0.0002585003355174245,8.493671524411713e-06,0.0,5.0795199965052015e-05
THIN_ET_DC_RF_Vp_1,3.646152045182747e-05,1.5419229254090954e-05,0.0,0.0006407867916741817,0.0
THIN_ET_DC_RF_Vt_gd,0.00010839223069533573,0.001317907876953081,0.0009604542753048217,0.00031197532343432645,0.0005024953738128685
THIN_ET_DC_RF_Vt_gs,0.00032123582647357974,0.0005873876642349327,1.114641706625249e-05,0.0003196614272513674,0.002516982033171183
THIN_ET_DC_RF_n_gd,6.855679542962235e-05,0.00030440401905273664,0.00017186788635584213,1.0927274727309333e-05,2.4020354719539437e-05
THIN_ET_DC_RF_n_gs,5.247691169244511e-05,2.7696362815967466e-05,0.0001811600669168492,5.184287854380911e-05,0.00012627993695969568
THIN_ET_Er,0.00019438685349629003,0.0005291091337478776,0.0008828079681277033,0.000849047885372819,9.077480376616084e-05
THIN_ET_F_AB,0.00017415939412412107,0.00023100517999801273,4.287538909005746e-05,7.112628324102654e-05,7.646382416708518e-05
THIN_ET_HIRS,1.5502490659828886e-05,9.47277781843154e-05,5.859308754681399e-05,6.850732149704628e-05,9.47939814768292e-05
THIN_ET_KLV_F_AB_4u,0.0005032507374811896,0.003389089949479082,0.001977902969287755,0.0034187083444441753,0.001728969038183149
THIN_ET_OHMC,0.0002473660901947939,0.00011183638170318165,0.0012775520504576077,0.000842818910842133,0.0020474116050090982
THIN_ET_Probe_Number,0.0027304611048776634,0.00031216748760679963,0.0,0.0001616939635348605,0.00042478164933822094
THIN_ET_R114,5.809321725333587e-05,0.0015257746269607823,9.24196467099895e-05,5.731485729077276e-05,0.000209386441885177
THIN_ET_R214,0.0003724710960040935,2.5493968304921052e-05,0.00011566258489308333,0.00019194578588489165,0.00019434042866646724
THIN_ET_R314,5.280856433420069e-06,4.23180454140449e-05,0.0013547135289293688,0.00013593421628018906,2.776201850524992e-05
THIN_ET_R_4000_HOR,0.00041638150082594805,0.006162872475259263,0.003224360963117503,0.0033541505221210133,0.005046441233766033
THIN_ET_R_4000_VER,9.129406961062079e-05,0.00011259979036866189,7.73710797518659e-05,1.5111390731419626e-05,0.00010394827351916005
THIN_ET_R_400_HOR,3.99007520151341e-05,6.814568096636521e-05,0.0021867418186204105,9.563616517395747e-05,3.056086198332632e-05
THIN_ET_R_400_VER,0.0004986992851160627,0.0012149623627416685,0.0002496753189084885,7.288961780826825e-05,0.00042120095240589633
THIN_ET_R_660_HOR,0.00015062081263986015,3.1349049456425847e-05,0.005061702397113652,0.00011767076301042306,8.866844213048871e-05
THIN_ET_R_660_VER,2.9718018289546675e-05,2.4996438257897454e-05,6.943534976385583e-05,4.0270569664852426e-05,0.00044581113775221925
THIN_ET_R_f_hr_1,0.00047850770845231236,0.0023608473543053608,0.0008224840429077684,0.00010211103151498711,9.002034407162262e-05
THIN_ET_R_f_hr_2,8.835569102202751e-05,8.87172195242602e-05,4.831392570304442e-05,3.162884074274828e-05,0.00020289784756083297
THIN_ET_R_f_hr_3,0.00011239830424044748,7.35199495059245e-05,8.648865466383625e-05,0.00036495163883384755,1.6927203425445955e-05
THIN_ET_R_f_tn_1,0.0,0.00043008711116230495,0.0024331702265281904,0.0012946669990676364,0.0006408134731184713
THIN_ET_R_f_tn_2,4.674584569670233e-05,0.0004343284429372518,0.0009910823278027202,4.647226101871921e-05,0.0006875765559449965
THIN_ET_R_f_tn_3,0.0019682763794878566,0.00016284933412705546,5.231856588916973e-06,4.599617449883067e-06,0.002103651737765372
THIN_ET_Ran_con_1,0.0007242103915567544,4.987793538788874e-05,0.00014203162937924803,0.000204751486904692,0.0006502244626192703
THIN_ET_Ran_con_1_OW_CR,0.00031116003990486614,0.012647099096187333,0.0011321713793944663,2.7057255855595586e-05,0.0005936486972023169
THIN_ET_Ran_con_2,0.002440660534441746,0.00017465972612843518,0.0003579423234056266,0.0,0.004133673937771133
THIN_ET_Ran_con_2_OW_CR,2.2292301169250928e-05,0.0012204172480935152,4.286436629446581e-05,0.0001408507384902098,0.00031828803184544275
THIN_ET_Ran_con_3,0.0004609748160751296,7.238025830698323e-05,0.00031962215875540805,7.27203451138555e-05,5.834421648547379e-05
THIN_ET_Ran_con_3_OW_CR,0.0011539144276198367,1.6560526323499155e-05,0.00014695825573362664,1.7039066049766802e-05,0.00036107986903004795
THIN_ET_Rc_F_AB_2,9.248397537901169e-05,0.0007529804065803222,0.00019026938565092536,7.336668522412423e-05,0.0
THIN_ET_Rc_OG142,0.016189737993251217,0.005083906793227496,0.002902313357618614,0.006314224869923262,0.010986347292323636
THIN_ET_Rc_TF_AB_2,0.005828248038354343,0.0027789225068480697,0.0,0.002464797210795538,0.0
THIN_ET_Rc_an_ct2,9.456910116434094e-05,8.097761335274005e-05,0.00012356229038819019,6.193329185852784e-05,0.0
THIN_ET_Rc_an_ct2_OW_CR,0.006103202504651622,0.0013177511558841123,0.006041256384988437,0.002667655366955178,0.010586139202932943
THIN_ET_Rc_cat_ct2,0.00014743425564569637,0.0004093151968049063,0.0010325959574539981,0.0,0.0003623705633036076
THIN_ET_Rc_cat_ct2_OW_ST,7.650202442980642e-05,0.0003284373897009106,0.00254677579476719,0.00032755191454176896,7.44888745318728e-05
THIN_ET_Rc_f_hr_23,0.0015810928158855864,0.0036141164927238466,4.4121671158779515e-06,0.0003911127422203371,0.0004230695632899022
THIN_ET_Rc_f_tn_23,0.002778510654440423,0.001351674791978929,0.0002479121838009642,0.00026606239723525593,0.0021050399922341203
THIN_ET_Rcat_cn_1,0.012059458110774945,0.0046643868539673295,0.00014626033297999354,0.018148503652844615,0.0008627177099180226
THIN_ET_Rcat_cn_1_OW_ST,0.0036418515755894188,0.007562107153918096,0.009826652402498583,0.0022707438712613677,0.0040723818656255755
THIN_ET_Rcat_cn_2,5.638184207887594e-05,0.0,0.00035415539706726713,0.0002224340495343723,1.5004732621581576e-05
THIN_ET_Rcat_cn_2_OW_ST,0.0,0.0,0.0,0.0,0.0
THIN_ET_Rcat_cn_3,0.00867630898483652,0.009479914124402368,0.00851081612732857,0.0026184853644070963,0.005963325654794087
THIN_ET_Rcat_cn_3_OW_ST,0.028446740463102284,0.026769847832304385,0.005829122658160408,0.0004365482212033486,0.0003636034878525093
THIN_ET_Rsh_F_AB_2,0.0,0.0020666209429668846,0.002679153775510959,4.216242986545129e-05,0.001353615777142556
THIN_ET_Rsh_TF_AB2,0.0,1.2831968805772769e-05,0.002887138529113044,1.1437970515121355e-05,0.0004525385208393399
THIN_ET_Rsh_an_ct2,8.209484373234643e-05,0.00023879332585009008,0.0001083498807574006,8.97927928783492e-05,0.0005066431980333129
THIN_ET_Rsh_an_ct2_OW_CR,0.0,0.00012350660698265365,3.846409648631174e-05,2.7752969278996073e-05,6.205513733068052e-05
THIN_ET_Rsh_cat_c2,1.0147673893294921e-05,0.00020792489712072285,0.001485169870641851,0.00040837330843558714,3.817101880090034e-05
THIN_ET_Rsh_cat_c2_OW_ST,0.0,0.0002869851629792142,0.00013671954042452627,3.713915390762386e-05,0.0
THIN_ET_TANR,0.0014710381053415266,0.00045844178587461595,3.378800857701295e-05,0.00042366141932932233,8.452411727164154e-06
THIN_ET_TFR_AB,0.0003192257852242707,0.0010087772530715901,0.00011610888121322277,3.140464618912568e-05,0.00015204961692619255
THIN_ET_TF_AB_1,0.023078049096475407,0.02195593069807655,0.01821477977994736,0.012878370337790683,0.01837608777664566
THIN_ET_TF_AB_2,3.006113721979249e-05,0.0020131458880293398,0.0028844677374548476,0.001291622741997432,0.00499732048874855
THIN_ET_TF_AB_3,0.0001674022263483319,0.0017973527342375144,0.00012548030179088197,6.195987504938723e-06,2.0645193570115445e-05
THIN_ET_Vbpin,0.004730465003509409,0.007658142215735018,0.0004000766371653858,0.0023103995513021583,0.001039769819161338
THIN_ET_Vbpin_D60,0.0008848122000311849,0.0,0.006438504793935071,1.805463880061297e-05,0.0005801263099970974
THIN_ET_Vk,0.0002080646424025811,0.00017389764071130373,3.132264458468332e-05,9.028593514957386e-05,0.00010376207332039938
THIN_ET_i5021_1,0.000592643994719035,3.339430730078365e-05,0.00012030980682554026,5.539008058084466e-05,6.967849491235552e-05
THIN_ET_i5021_2,0.004404753930470149,0.004207932782539093,0.005137298283840691,0.0012601222808690982,0.00046436736778012963
THIN_ET_i5021_3,0.0006208653113426243,0.00045513622470864647,0.0001264940426680791,8.096849985654055e-05,0.00017709612934307744
THIN_ET_lkg_10,0.07987973470239239,0.13582964468431802,0.06809086007725426,0.018154855180353712,0.09884289487996664
THIN_ET_lkg_100_at20V,0.035184960363337826,0.005421286264466724,0.0026328556612481217,0.09931479860340807,0.009396163716752557
THIN_ET_lkg_5,0.00023212383562181362,0.0,0.0,0.0021874059210144708,5.52831234232073e-06
THIN_ET_lkg_50_at20V,0.0,2.7460473868318057e-05,7.917687631424753e-05,0.00030448727653131866,0.0
THIN_ET_lkg_70_at20V,0.0,1.839775414631286e-05,1.583611102054902e-05,0.0,0.0
THIN_ET_lkg_C20,0.0,2.2925041714427666e-05,7.777999423748531e-05,1.1417697121148215e-05,0.00025276202333223183
THIN_ET_lkg_C200,0.0,6.92542917352381e-05,0.0001278965908509849,0.0,0.0
THIN_ET_lkg_C300,2.9722364227761833e-05,0.002942261757448049,0.0,9.263586657608983e-05,1.7661415431073493e-05
THIN_ET_lkg_PAD_10,8.729017577136797e-05,7.165836841069378e-05,0.00016438112180348427,0.00616352836075032,0.0
THIN_ET_sh_GA142,0.0,0.00021772768027036627,2.1924799827907622e-05,0.00176636739160839,0.00010644081880061457
THIN_ET_sh_f_hr_23,0.0013106201671571616,0.004260801150730885,0.005065481661975036,0.0016444707220519812,0.0024272985916426572
THIN_ET_sh_f_tn_23,6.215275124139954e-05,0.0003287557527442316,0.0002016039972915857,9.066682081984151e-05,2.053578950194872e-05
THIN_Measure1GN_Thickness_after_bonding,3.762288021344635e-05,9.02519546607779e-05,0.0006318787534997796,0.00018672557521582628,3.5595494241201765e-05
THIN_Measure1_Glue_thickness,0.00046187300504277367,0.0005538335610978494,0.001522300175635734,0.002516341247242342,0.003181522564099857
THIN_Measure2GN_Thickness_after_grinding,0.00010520933553423458,0.00012518047944112934,0.00026067017991545776,9.512356654058528e-05,9.765643633684562e-05
THIN_Measure2_Thickness_after_grinding,0.00024485296482317924,7.722418052966762e-05,0.00014636830518078238,2.3472262133510192e-05,9.118917626063553e-05
THIN_Measure3GN_Thickness_after_etchback,4.7282156909527586e-05,0.00013930056272096504,0.0007086701681146279,7.208402994443899e-05,3.761506948984822e-05
THIN_Measure4_Wafer_thickness_final,6.89806661532263e-05,0.00010110909125688097,3.1583912202906275e-05,4.319896016904751e-05,0.00019475202174419528
TOPSIN_ET_ABVIETCH,1.2142965702901367e-05,0.0011291945656240498,3.593499462663162e-05,0.00029032587409327386,0.00023643048797731273
TOPSIN_ET_C100C175pf,1.1015411399237028e-05,0.0,1.0046031856178203e-05,0.0007256739397747728,1.194896915209161e-05
TOPSIN_ET_C100C300pf,0.0005314308415110991,3.705453736491357e-05,5.4305251938413466e-05,0.00030033364658647,2.1508476215123316e-05
TOPSIN_ET_C100C385pf,5.7629358680150515e-05,6.166487123677379e-05,0.0023014155059496453,1.3992921987276188e-05,3.063666371822167e-05
TOPSIN_ET_C100C450pf,3.569440895959489e-05,0.0020604603299466413,0.0001391822873538185,0.0,0.0
TOPSIN_ET_C100C500pf,0.0003345059696154283,0.0016989210898768923,0.0019068834776922088,0.000574983475787262,0.002763271472329254
TOPSIN_ET_C100Cap1pf,0.1565373191291942,0.08059482011548168,0.12774221749975143,0.08194021459390438,0.11777156736455185
TOPSIN_ET_C100Cap2pf,0.020728391848957733,0.03188353689443328,0.010471109554462166,0.02023117606192152,0.008103752567442463
TOPSIN_ET_C100Cap3pf,0.0006668007112260721,0.0037914297328930295,0.0015487762951877195,0.0020103027082459856,0.0031600163086886756
TOPSIN_ET_C100CapFICBRGM,0.0,2.426941858403985e-05,0.0,0.0,2.1073690144731538e-05
TOPSIN_ET_C100CapFICM1,1.2803607896622115e-05,0.0020467662172568664,0.0018617344042824262,0.002802677840404731,0.000326687105544997
TOPSIN_ET_C100CapM1BRGM,0.00017384088182744549,0.0,0.0,3.599769166476114e-05,0.00014502270448178966
TOPSIN_ET_C100CapPARCAP,0.0004556974780596375,0.007737957931078787,0.005651444506567874,0.011955234549205124,0.0048505931000291805
TOPSIN_ET_C100CapUSV,0.0005566805142264895,0.00040697955218190303,1.875948408565665e-05,0.0012995197604210643,0.0
TOPSIN_ET_C175pf,0.0007750743551351958,0.0,0.003110103357813499,1.4451272704433512e-05,0.000135672180148099
TOPSIN_ET_C175pf_0,4.015334865639437e-05,0.00017472940695998935,0.00011673937360678153,3.324622837139189e-05,0.00011933771106596721
TOPSIN_ET_C300,0.0,9.175598069621859e-05,0.0006854221617281742,0.0008801660914451776,0.0
TOPSIN_ET_C300_0,0.005710437600183656,0.0016285624659182327,0.000587158244459436,0.0025578712277159097,0.0050280126270822725
TOPSIN_ET_C300pf,0.000828700691071704,7.549115977229309e-05,0.00015798893342988546,0.004025284049605323,0.00010412849028453114
TOPSIN_ET_C300pf_0,0.00042436271833977553,0.0012224416669235861,0.00018521869520122093,5.4763919624576885e-05,0.0011611560718176425
TOPSIN_ET_C385pf,0.00011459737384094185,0.0027555119506211816,0.0002421254065380476,0.00024302852522650785,0.001091195061451797
TOPSIN_ET_C385pf_0,0.0,0.00011347206183055244,0.00010923201947434732,0.00043543723017244046,7.074615076203331e-05
