parameter_A,parameter_B,parameter_C,channels,lower_order_cv_rmse,full_3way_cv_rmse,incremental_rmse_improvement_pct,lower_order_cv_r2,full_3way_cv_r2,incremental_r2,fold_reproducibility,evidence_label,reason
ANODE_ET_Ran_con_1,FIC_ET_DC_RF_Vg_max_Vd,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.0564,2.0572,-0.04,0.1647,0.1613,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
ANODE_ET_Ran_con_1,MEASURE_ET_C300M1B_0,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,2_shared_node_chaining,2.238,2.24,-0.09,0.0091,0.0057,-0.0035,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_lkg_C300pf,SIN_ET_DC_RF_Vg_gm_max,TOPSIN_ET_Gate_res,3_edge_plus_high_or_medium_conditional,2.1551,2.1571,-0.093,0.0777,0.0743,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_C300M1B_0,MEASURE_ET_C_CAT_2,MEASURE_ET_lkg_100,3_edge_plus_high_or_medium_conditional,2.1492,2.1525,-0.157,0.0885,0.085,-0.0035,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0035 -- inconsistent."
GATE2_CD_358nm_Gate_Leg_Length,MEASURE_ET_C_CAT_2,TOPSIN_ET_DC_PIV_Drain_Lag_0,3_edge_plus_high_or_medium_conditional,2.164,2.1685,-0.209,0.0789,0.0754,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_C_CAT_2,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,TOPSIN_ET_lkg_Cap_USV,3_edge_plus_high_or_medium_conditional,2.0542,2.0585,-0.209,0.168,0.1645,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
FIC_ET_Gm_m2,MEASURE_ET_USV_Cappf,OHMIC_ET_R114,3_edge_plus_high_or_medium_conditional,2.2513,2.2552,-0.177,0.0028,-0.0008,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_KLV_F_AB_4u,TOPSIN_ET_Rc_f_tn_23,3_edge_plus_high_or_medium_conditional,2.1583,2.162,-0.17,0.0837,0.0802,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_C385pf,MEASURE_ET_DC_SMALL_Ids_m0p2,SIN_ET_DC_RF_Vbin_gd,3_edge_plus_high_or_medium_conditional,2.0442,2.0476,-0.168,0.1748,0.1713,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_DC_Big_S12dB_10GHz,MEASURE_ET_HIRS,TOPSIN_ET_DC_RF_Idss,3_edge_plus_high_or_medium_conditional,2.1796,2.1834,-0.179,0.0584,0.0549,-0.0035,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_DC_SMALL_Vbgs_0p01,MEASURE_ET_RF_Modeling_Gm,MEASURE_ET_Rc_cat_ct2_OW_ST,3_edge_plus_high_or_medium_conditional,2.2337,2.2363,-0.115,0.0136,0.0102,-0.0035,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0035 -- inconsistent."
FIC_ET_Probe_Number,SIN_ET_DC_RF_Idss,TOPSIN_ET_R114,3_edge_plus_high_or_medium_conditional,2.2345,2.2376,-0.139,0.0142,0.0107,-0.0035,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_DC_SMALL_Vbgs_0p01,THIN_ET_DC_RF_Vp_1,3_edge_plus_high_or_medium_conditional,2.1888,2.1921,-0.151,0.0546,0.0512,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_DC_SMALL_Vbgs_0p01,THIN_ET_DC_RF_Vp_1,THIN_ET_Rc_TF_AB_2,3_edge_plus_high_or_medium_conditional,2.2342,2.2373,-0.135,0.0094,0.0058,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
MEASURE_ET_LT_SEC_Id_min_mA_mm,SIN_ET_Probe_Number,TOPSIN_ET_C100CapUSV,3_edge_plus_high_or_medium_conditional,2.2004,2.2031,-0.12,0.0457,0.0422,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
CATHODE_ET_Rcat_cn_2,FIC_ET_DC_RF_Vbgs_0p01,MEASURE_ET_Vbpin,6_hub_triple_interaction_neighborhood,2.085,2.0884,-0.162,0.1455,0.142,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
FIC_ET_DC_RF_Imax,MEASURE_ET_DC_RF_CF_S22_Ph_L2180,TOPSIN_ET_CapPARCAP_0,6_hub_triple_interaction_neighborhood,2.1455,2.1465,-0.046,0.0858,0.0823,-0.0035,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0035 -- inconsistent."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_DC_RF_Vbin_gs,SIN_GATE_ET_Rc_OG142_GN,1_triangle+2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1416,2.1436,-0.094,0.089,0.0855,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_C_CAT_2,MEASURE_ET_RF_Modeling_S22dB_10GHz,MEASURE_ET_lkg_100,1_triangle+2_shared_node_chaining,2.1387,2.1422,-0.16,0.0959,0.0924,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
ANODE_ET_Probe_Number,MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,MEASURE_ET_DC_Stress_Id_max_Ig_after,1_triangle+2_shared_node_chaining,2.1985,2.2015,-0.136,0.0492,0.0455,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
ANODE_ET_Ran_con_1,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_lkg_SY8_80,1_triangle+2_shared_node_chaining,2.0974,2.1022,-0.23,0.1378,0.1342,-0.0036,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=-0.0036 -- inconsistent."
ANODE_ET_Ran_con_1,MEASURE_ET_Rc_OG142_GN,MEASURE_ET_lkg_C300pf,1_triangle+2_shared_node_chaining,2.1347,2.1381,-0.157,0.1018,0.0982,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
ANODE_ET_Ran_con_1,FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_RF_Modeling_S22dB_10GHz,1_triangle+2_shared_node_chaining,2.2209,2.2243,-0.153,0.0277,0.024,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_C300FB_0,MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_lkg_5,2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.2021,2.2055,-0.157,0.0433,0.0397,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_DC_Stress_Id_max_Ig_after,TOPSIN_ET_Gm_max,2_shared_node_chaining+6_hub_triple_interaction_neighborhood,2.1104,2.1149,-0.215,0.1221,0.1185,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_C300FM1,MEASURE_ET_DC_RF_S11dB_10GHz,THIN_ET_TF_AB_1,2_shared_node_chaining,2.2067,2.2071,-0.017,0.0437,0.0401,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_lkg_Cap1,TOPSIN_ET_Cap_USV,2_shared_node_chaining,2.149,2.1525,-0.163,0.0877,0.0841,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
BRGM_ET_lkg_SY8_80,MEASURE_ET_DC_RF_CF_S22_Ph_L2180,MEASURE_ET_R414,2_shared_node_chaining,2.1971,2.2029,-0.264,0.0491,0.0455,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_R414,TOPSIN_ET_CapFICM1,TOPSIN_ET_OHMC,2_shared_node_chaining,2.2101,2.214,-0.178,0.0366,0.0331,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_C100C300pf,MEASURE_ET_C_CAT_2,SIN_ET_lkg_SY8_80,2_shared_node_chaining,2.0898,2.0941,-0.207,0.1396,0.136,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,TOPSIN_ET_TR_1F,2_shared_node_chaining,2.1083,2.1122,-0.183,0.1232,0.1197,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
BRGM_ET_Rsh_F_AB_2,MEASURE_ET_DC_Stress_Id_max_Ig_after,TOPSIN_ET_OHMC,2_shared_node_chaining,2.2045,2.2072,-0.122,0.0424,0.0388,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
FIC_ET_Rc_OG142,MEASURE_ET_DC_RF_Max_S11_Freq_L1002,MEASURE_ET_DC_Stress_Id_max_Ig_after,2_shared_node_chaining,2.1659,2.1691,-0.144,0.0741,0.0704,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
FIC_ET_Rc_OG142,MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_DC_Stress_Id_stress_after,2_shared_node_chaining,2.1863,2.1911,-0.218,0.0582,0.0547,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
FIC_ET_Rc_OG142,MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_Load_Pull_Pout_W_mm_last,2_shared_node_chaining,2.1842,2.1896,-0.247,0.0609,0.0573,-0.0036,4/5,WEAK,"Full 3-way model beat lower-order in only 4/5 folds, incremental R^2=-0.0036 -- inconsistent."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_lkg_C300pf,2_shared_node_chaining,2.1058,2.1089,-0.148,0.1224,0.1188,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_DC_Stress_Id_max_Ig_after,THIN_ET_TF_AB_1,2_shared_node_chaining,2.18,2.183,-0.14,0.0646,0.061,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_C300M1B_0,MEASURE_ET_DC_Diode_S11_dB_forw,MEASURE_ET_DC_Stress_Id_max_Ig_after,2_shared_node_chaining,2.1852,2.187,-0.086,0.0547,0.0511,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_Diode_S11_dB_forw,MEASURE_ET_DC_Stress_Id_max_Ig_after,TOPSIN_ET_CapFICM1,2_shared_node_chaining,2.1818,2.1857,-0.179,0.0594,0.0558,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_RF2_S11dB_26GHz,MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_lkg_C300,2_shared_node_chaining,2.0787,2.0824,-0.18,0.1489,0.1452,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_RF_Gm_m0p2_W,MEASURE_ET_DC_SMALL_Imax,MEASURE_ET_DC_Stress_Id_max_Ig_after,2_shared_node_chaining,2.1943,2.1972,-0.134,0.0531,0.0496,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_RF_Max_S11_Freq_L1002,MEASURE_ET_DC_Stress_Id_max_Ig_after,TOPSIN_ET_CapFICBRGM,2_shared_node_chaining,2.1791,2.1804,-0.06,0.0637,0.0602,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_RF_Modeling_S22dB_10GHz,THIN_ET_sh_f_hr_23,2_shared_node_chaining,2.1645,2.1688,-0.198,0.0775,0.0739,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
FIC_ET_DC_RF_Vp_1,MEASURE_ET_Load_Pull_Pout_W_mm_last,MEASURE_ET_lkg_C300pf,2_shared_node_chaining,2.1598,2.1633,-0.159,0.0808,0.0772,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
FIC_ET_DC_RF_Vp_1,MEASURE_ET_Load_Pull_Pout_W_mm_last,THIN_ET_TF_AB_1,2_shared_node_chaining,2.1755,2.1795,-0.184,0.0715,0.068,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_RF_K_W,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,OHMIC_ET_R114,2_shared_node_chaining,2.2031,2.207,-0.179,0.0375,0.034,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_C300,SIN_ET_DC_RF_Vbgs_0p01,THIN_ET_Ran_con_2,3_edge_plus_high_or_medium_conditional,2.1324,2.1366,-0.197,0.1081,0.1045,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,SIN_ET_DC_RF_Vg_max_Vd_0p1,3_edge_plus_high_or_medium_conditional,2.0768,2.0773,-0.022,0.1465,0.1428,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_RF_Modeling_Mag_d,SIN_ET_DC_RF_Vg_max_Vd_0p1,3_edge_plus_high_or_medium_conditional,2.101,2.1046,-0.174,0.1283,0.1247,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,MEASURE_ET_lkg_50_at20V,OHMIC_ET_R114,3_edge_plus_high_or_medium_conditional,2.1333,2.1376,-0.203,0.1027,0.0991,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,OHMIC_ET_R114,TOPSIN_ET_DC_PIV_Drain_Lag_1,3_edge_plus_high_or_medium_conditional,2.0915,2.0951,-0.171,0.1396,0.136,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_RF_Modeling_Ls,THIN_ET_KLV_F_AB_4u,3_edge_plus_high_or_medium_conditional,2.1419,2.1464,-0.213,0.097,0.0934,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_KLV_F_AB_4u,TOPSIN_ET_C300pf,3_edge_plus_high_or_medium_conditional,2.1456,2.1485,-0.137,0.0908,0.0872,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_KLV_F_AB_4u,TOPSIN_ET_CapFICM1_0,3_edge_plus_high_or_medium_conditional,2.1689,2.1719,-0.141,0.0724,0.0687,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_RF_Vt_gd,MEASURE_ET_R414,MEASURE_ET_lkg_Cap1,3_edge_plus_high_or_medium_conditional,2.0924,2.0947,-0.107,0.1347,0.1311,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_RF_Vt_gd,MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,MEASURE_ET_R414,3_edge_plus_high_or_medium_conditional,2.1686,2.1719,-0.15,0.072,0.0684,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_RF_Vt_gd,MEASURE_ET_R414,TOPSIN_ET_DC_SMALL_Vdg_max,3_edge_plus_high_or_medium_conditional,2.2256,2.2302,-0.203,0.0213,0.0177,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_RF2_S22dB_26GHz,MEASURE_ET_HIRS,TOPSIN_ET_DC_RF_Idss,3_edge_plus_high_or_medium_conditional,2.1798,2.1824,-0.12,0.0607,0.0571,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_HIRS,TOPSIN_ET_C300,TOPSIN_ET_DC_RF_Idss,3_edge_plus_high_or_medium_conditional,2.1778,2.1817,-0.176,0.0601,0.0565,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_C300pf,MEASURE_ET_DC_SMALL_Vbgs_0p01,MEASURE_ET_Rc_cat_ct2_OW_ST,3_edge_plus_high_or_medium_conditional,2.188,2.1917,-0.173,0.057,0.0534,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_RF2_S21ang_26GHz,MEASURE_ET_DC_SEC_Vbin_gs,THIN_ET_C20_0,3_edge_plus_high_or_medium_conditional,2.2128,2.2151,-0.103,0.0338,0.0302,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
THIN_ET_Ran_con_2,THIN_ET_Rc_an_ct2_OW_CR,TOPSIN_ET_C100CapPARCAP,3_edge_plus_high_or_medium_conditional,2.1995,2.2002,-0.032,0.0405,0.0369,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
OHMIC_ET_R114,THIN_ET_TF_AB_2,TOPSIN_ET_C100CapFICM1,3_edge_plus_high_or_medium_conditional,2.2415,2.246,-0.197,0.0073,0.0037,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
FIC_ET_DC_PIV_Gate_Lag_0,FIC_ET_DC_RF_Ids_m0p2,MEASURE_ET_lkg_70_at20V,3_edge_plus_high_or_medium_conditional,2.1296,2.1332,-0.167,0.1057,0.1021,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_DC_RF_CF_S12_Mag_L1002,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,2.003,2.0064,-0.167,0.2065,0.2029,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_C100USV_Cappf,SIN_ET_DC_RF_Vg_gm_max,THIN_ET_DC_RF_Vg_optt1,3_edge_plus_high_or_medium_conditional,2.2328,2.2351,-0.101,0.0148,0.0111,-0.0036,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0036 -- inconsistent."
MEASURE_ET_C300FM1,MEASURE_ET_lkg_50,THIN_ET_TF_AB_1,3_edge_plus_high_or_medium_conditional,2.1234,2.127,-0.169,0.1097,0.1062,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
FIC_ET_lkg_SY07_10,MEASURE_ET_DC_RF_Max_S11_Freq_L2180,MEASURE_ET_DC_SEC_Vp_1mA,6_hub_triple_interaction_neighborhood,2.149,2.1532,-0.196,0.0878,0.0842,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
FIC_ET_lkg_SY8_80,MEASURE_ET_R414,MEASURE_ET_RF_Modeling_Fmax,6_hub_triple_interaction_neighborhood,2.1811,2.1861,-0.232,0.0563,0.0527,-0.0036,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0036 -- inconsistent."
FIC_ET_DC_PIV_Gate_Lag_0,FIC_ET_DC_RF_Ids_m0p2,SIN_ET_DC_RF_Vbin_gd,1_triangle+2_shared_node_chaining,2.0443,2.0479,-0.179,0.1735,0.1698,-0.0037,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0037 -- inconsistent."
ANODE_ET_Ran_con_1,MEASURE_ET_DC_RF_Vt_gd,THIN_ET_lkg_5,1_triangle+2_shared_node_chaining,2.1383,2.1416,-0.155,0.1001,0.0964,-0.0037,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0037 -- inconsistent."
MEASURE_ET_HIRS,TOPSIN_ET_CapPARCAP_0,TOPSIN_ET_DC_RF_Idss,2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.1116,2.1144,-0.132,0.1131,0.1094,-0.0037,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0037 -- inconsistent."
MEASURE_ET_DC_SMALL_Vg_max_Vd,MEASURE_ET_RF_Modeling_S22ang_10GHz,OHMIC_ET_R114,2_shared_node_chaining,2.2316,2.2355,-0.176,0.015,0.0112,-0.0037,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0037 -- inconsistent."
FIC_ET_Bad_Gates,MEASURE_ET_HIRS,SIN_ET_DC_RF_Gm_0,2_shared_node_chaining,2.1845,2.1883,-0.172,0.0629,0.0592,-0.0037,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0037 -- inconsistent."
FIC_ET_DC_RF_Ids_m0p2,MEASURE_ET_HIRS,TOPSIN_ET_DC_RF_Idss,2_shared_node_chaining,2.1612,2.1643,-0.143,0.0747,0.0711,-0.0037,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0037 -- inconsistent."
MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,MEASURE_ET_lkg_5,2_shared_node_chaining,2.2112,2.2146,-0.152,0.0354,0.0317,-0.0037,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0037 -- inconsistent."
FIC_ET_DC_PIV_Gate_Lag_0,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,TOPSIN_ET_R_f_tn_1,2_shared_node_chaining,2.0792,2.0843,-0.246,0.149,0.1453,-0.0037,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0037 -- inconsistent."
MEASURE_ET_DC_Big_Vg_optt2,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,TOPSIN_ET_R_f_tn_1,2_shared_node_chaining,2.1604,2.1655,-0.238,0.0777,0.074,-0.0037,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0037 -- inconsistent."
BRGM_ET_Rsh_F_AB_2,FIC_ET_DC_RF_Vg_max_Vd,MEASURE_ET_DC_Stress_Id_max_Ig_after,2_shared_node_chaining,2.1908,2.1946,-0.175,0.054,0.0504,-0.0037,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0037 -- inconsistent."
FIC_ET_DC_RF_Imax,MEASURE_ET_DC_RF2_S11dB_26GHz,MEASURE_ET_DC_Stress_Id_max_Ig_after,2_shared_node_chaining,2.1402,2.1443,-0.188,0.0984,0.0947,-0.0037,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0037 -- inconsistent."
MEASURE_ET_C300FB_0,MEASURE_ET_DC_Stress_Id_max_Ig_after,TOPSIN_ET_CapFICBRGM,2_shared_node_chaining,2.2065,2.2104,-0.175,0.0403,0.0366,-0.0037,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0037 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_Rcat_cn_3,SIN_ET_TR_1F,2_shared_node_chaining,2.1607,2.1645,-0.177,0.0774,0.0737,-0.0037,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0037 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,THIN_ET_Rcat_cn_1,TOPSIN_ET_Cap2pf,2_shared_node_chaining,2.1676,2.1718,-0.195,0.0767,0.0729,-0.0037,2/5,WEAK,"Full 3-way model beat lower-order in only 2/5 folds, incremental R^2=-0.0037 -- inconsistent."
MEASURE_ET_DC_Stress_Id_max_Ig_after,TOPSIN_ET_C300,TOPSIN_ET_CapFICBRGM,2_shared_node_chaining,2.2072,2.211,-0.169,0.0393,0.0356,-0.0037,3/5,WEAK,"Full 3-way model beat lower-order in only 3/5 folds, incremental R^2=-0.0037 -- inconsistent."
