parameter_A,parameter_B,parameter_C,channels,lower_order_cv_rmse,full_3way_cv_rmse,incremental_rmse_improvement_pct,lower_order_cv_r2,full_3way_cv_r2,incremental_r2,fold_reproducibility,evidence_label,reason
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_lkg_100_at20V,THIN_ET_TF_AB_2,2_shared_node_chaining,2.105,2.0822,1.083,0.1211,0.1378,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_C300pf,MEASURE_ET_DC_Diode_D_leak_65V,THIN_ET_Rc_TF_AB_2,2_shared_node_chaining,2.0875,2.0688,0.892,0.1345,0.1512,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,MEASURE_ET_lkg_CapUSV,THIN_ET_lkg_5,2_shared_node_chaining,2.1728,2.1535,0.886,0.068,0.0847,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_Vbkdn_Cap100_Long,THIN_ET_lkg_5,TOPSIN_ET_lkg_Cap2,2_shared_node_chaining,2.1432,2.1261,0.8,0.09,0.1066,0.0167,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0167 -- majority but not unanimous.
MEASURE_ET_C300M1B_0,MEASURE_ET_DC_RF_Max_S11_Ph_L2180,TOPSIN_ET_Cap1pf_0,2_shared_node_chaining,2.2153,2.1995,0.711,0.0286,0.0453,0.0167,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0167 -- majority but not unanimous.
MEASURE_ET_lkg_C385pf,THIN_ET_Rc_cat_ct2,TOPSIN_ET_CapFICM1,2_shared_node_chaining,2.0779,2.0561,1.05,0.148,0.1647,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_DC_Stress_Id_stress_before,MEASURE_ET_Rc_F_AB_2,THIN_ET_Rc_an_ct2_OW_CR,2_shared_node_chaining,2.1554,2.138,0.809,0.0822,0.0989,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
FIC_ET_DC_RF_Vg_max_Vd,MEASURE_ET_C100C175pf,THIN_ET_C100,2_shared_node_chaining,2.1745,2.158,0.761,0.0677,0.0844,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,OHMIC_ET_lkg_5,THIN_ET_C_AN_2_OW_CR,2_shared_node_chaining,2.1402,2.1221,0.843,0.0944,0.1111,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_DC_SEC_X_Vp_0p7_mA_mm,MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C385pf,2_shared_node_chaining,2.1306,2.1114,0.898,0.1032,0.1199,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_DC_RF_CF_S22_Ph_L2180,MEASURE_ET_lkg_70_at20V,MEASURE_ET_lkg_C175pf,2_shared_node_chaining,2.1758,2.1588,0.782,0.0626,0.0793,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_DC_RF_CF_S22_Ph_L2180,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_SY07_10,2_shared_node_chaining,2.1292,2.1123,0.794,0.1008,0.1175,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_C100USV_Cappf,TOPSIN_ET_C300pf,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.1468,2.1254,0.996,0.0864,0.1031,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_Cap2pf,MEASURE_ET_Cap_C300,THIN_ET_Rc_TF_AB_2,2_shared_node_chaining,2.1755,2.1593,0.746,0.0573,0.0739,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_second_SD3p5,TOPSIN_ET_DC_SMALL_Vp_01,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,2.2045,2.1841,0.925,0.0435,0.0602,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_FPSD3p2,MEASURE_ET_lkg_50,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.1548,2.1362,0.863,0.0819,0.0986,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
THIN_ET_Rc_OG142,TOPSIN_ET_lkg_C500pf,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,1.994,1.976,0.906,0.2057,0.2224,0.0167,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0167 -- majority but not unanimous.
MEASURE_ET_Rc_TF_AB_2,TOPSIN_ET_C100Cap1pf,TOPSIN_ET_CapPARCAP_0,2_shared_node_chaining,2.1705,2.1508,0.911,0.0679,0.0846,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_C300FB,MEASURE_ET_Rc_f_hr_23,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1.9981,1.9791,0.951,0.2097,0.2265,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_Cap2pf_0,MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,2.1639,2.1462,0.819,0.0789,0.0956,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
FIC_ET_DC_RF_Vbgs1,MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_DC_Stress_Id_stress_before,2_shared_node_chaining,2.1093,2.0923,0.807,0.1157,0.1324,0.0167,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0167 -- majority but not unanimous.
MEASURE_ET_lkg_CapFICM1,SIN_GATE_ET_R514,THIN_ET_lkg_5,2_shared_node_chaining,2.1323,2.1146,0.827,0.0986,0.1152,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
FIC_ET_DC_PIV_Gate_Lag_1,MEASURE_ET_DC_RF_Min_S21_Freq_L1018,TOPSIN_ET_DC_SMALL_Vbgs_0p01,2_shared_node_chaining,2.0894,2.0704,0.907,0.1403,0.157,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_Load_Pull_Gss,MEASURE_ET_Rc_f_hr_23,TOPSIN_ET_CapFICM1_0,2_shared_node_chaining,2.1053,2.0852,0.954,0.1241,0.1408,0.0167,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0167 -- majority but not unanimous.
MEASURE_ET_Cap3pf,MEASURE_ET_DC_RF_Imax_W,TOPSIN_ET_CapPARCAP_0,2_shared_node_chaining,2.1341,2.1162,0.838,0.0987,0.1154,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_HIRS,TOPSIN_ET_CapPARCAP_0,2_shared_node_chaining,2.1604,2.1433,0.791,0.0801,0.0969,0.0167,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0167 -- majority but not unanimous.
MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,MEASURE_ET_lkg_10,SIN_ET_DC_RF_Vds_max_0p1mA,2_shared_node_chaining,2.1468,2.1298,0.79,0.0873,0.104,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_DC_RF_Max_S11_Freq_L1018,MEASURE_ET_Rc_TF_AB_2,TOPSIN_ET_DC_SMALL_Vbgs_0p01,2_shared_node_chaining,2.1597,2.1393,0.947,0.0776,0.0943,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_C100C175pf,MEASURE_ET_HIRS,MEASURE_ET_Rcat_cn_2_OW_ST,2_shared_node_chaining,2.1524,2.1313,0.977,0.0894,0.1061,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
CATHODE_ET_Rcat_cn_1,SIN_ET_DC_RF_Vds_max_0p1mA,THIN_ET_sh_f_hr_23,2_shared_node_chaining,2.2357,2.2178,0.799,0.0099,0.0266,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_C20_0,MEASURE_ET_Cap2pf,MEASURE_ET_DC_RF2_S11ang_26GHz,3_edge_plus_high_conditional,2.2068,2.1903,0.751,0.034,0.0506,0.0167,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0167 -- majority but not unanimous.
OHMIC_ET_R114,TOPSIN_ET_DC_PIV_Ids0_QP3,TOPSIN_ET_R_f_hr_3,3_edge_plus_high_conditional,2.2582,2.2399,0.809,-0.0049,0.0117,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
THIN_ET_DC_RF_Vg_optt3,THIN_ET_lkg_5,TOPSIN_ET_lkg_Cap1,3_edge_plus_high_conditional,2.1398,2.1213,0.864,0.0917,0.1084,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_R_f_hr_3,TOPSIN_ET_CapFICM1,TOPSIN_ET_Load_Pull_Id_ini,3_edge_plus_high_conditional,2.1447,2.1234,0.995,0.0863,0.1029,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
THIN_ET_lkg_100_at20V,TOPSIN_ET_Rc_OG144,TOPSIN_ET_lkg_C385pf,3_edge_plus_high_conditional,2.11,2.0925,0.831,0.1184,0.1351,0.0167,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0167."
MEASURE_ET_DC_SEC_X_Vp_0p7_mA_mm,MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,TOPSIN_ET_lkg_SY8_80,1_triangle+2_shared_node_chaining,2.1505,2.1331,0.806,0.0835,0.1001,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,OHMIC_ET_lkg_5,THIN_ET_C_AN_2_OW_CR,1_triangle+2_shared_node_chaining,2.1216,2.1038,0.839,0.1094,0.1261,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_lkg_50,TOPSIN_ET_DC_SMALL_Vp_1,TOPSIN_ET_lkg_C175pf,1_triangle+2_shared_node_chaining,2.1634,2.1418,0.996,0.0789,0.0955,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,FIC_ET_DC_PIV_Gate_Lag_1,TOPSIN_ET_DC_PIV_Drain_Lag_1,1_triangle+2_shared_node_chaining,2.0943,2.0757,0.889,0.1363,0.1529,0.0166,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0166 -- majority but not unanimous.
SIN_GATE_ET_lkg_5,TOPSIN_ET_Gm_max,TOPSIN_ET_lkg_C450pf,1_triangle+2_shared_node_chaining,2.0986,2.0767,1.045,0.1326,0.1492,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_C300pf,MEASURE_ET_DC_RF_CF_S22_Ph_L2180,MEASURE_ET_lkg_70_at20V,2_shared_node_chaining+3_edge_plus_high_conditional,2.1307,2.111,0.927,0.1048,0.1215,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_C300FB_0,MEASURE_ET_C300M1B_0,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.1484,2.1321,0.757,0.0852,0.1018,0.0166,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0166 -- majority but not unanimous.
MEASURE_ET_C300pf,MEASURE_ET_DC_SMALL_Vbin_gd,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.1116,2.0932,0.871,0.1169,0.1335,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_C300pf_0,MEASURE_ET_Vbkdn_Cap100,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.1057,2.0879,0.845,0.1251,0.1417,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_C300pf_0,SIN_GATE_ET_lkg_SY8_80,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.1432,2.1252,0.842,0.092,0.1086,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_CapUSV,TOPSIN_ET_lkg_C450pf,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.13,2.1124,0.826,0.1054,0.122,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
THIN_ET_C_AN_2_OW_CR,TOPSIN_ET_lkg_C385pf,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.1502,2.1332,0.791,0.0853,0.1019,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_Rc_OG144,MEASURE_ET_lkg_Cap2,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,2.088,2.0703,0.85,0.1285,0.1451,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_lkg_Cap3,TOPSIN_ET_C100CapUSV,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,2.1412,2.1253,0.743,0.0849,0.1016,0.0166,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0166 -- majority but not unanimous.
THIN_ET_Rc_TF_AB_2,TOPSIN_ET_C100CapUSV,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,2.0958,2.0794,0.784,0.123,0.1396,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
FIC_ET_sh_f_tn_23,MEASURE_ET_lkg_Cap1,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,2.1166,2.0953,1.007,0.1208,0.1373,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_C300M1B_0,MEASURE_ET_RF_Modeling_Mag_d,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,2.1756,2.1566,0.872,0.0609,0.0775,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_DC_SMALL_Vp_01,MEASURE_ET_lkg_C300,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,2.1555,2.134,0.997,0.0888,0.1054,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_C300pf,MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,THIN_ET_lkg_C300,2_shared_node_chaining,2.1179,2.099,0.889,0.1174,0.134,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_lkg_C300FM1,MEASURE_ET_lkg_Cap1,TOPSIN_ET_CapFICM1,2_shared_node_chaining,2.1331,2.1154,0.828,0.1012,0.1178,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_DC_Stress_Id_stress_before,THIN_ET_C_CAT_2_OW_ST,THIN_ET_Rcat_cn_3_OW_ST,2_shared_node_chaining,2.1943,2.173,0.971,0.0466,0.0632,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_DC_Stress_Id_stress_before,THIN_ET_Rc_TF_AB_2,TOPSIN_ET_Rc_OG142_GN,2_shared_node_chaining,2.171,2.1521,0.875,0.0668,0.0834,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
CATHODE_ET_Rcat_cn_1,FIC_ET_lkg_5,MEASURE_ET_LT_SEC_Ileak_m10V_mA_mm,2_shared_node_chaining,2.0821,2.0593,1.098,0.1422,0.1587,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
FIC_ET_lkg_5,MEASURE_ET_DC_RF_Vt_gd,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,2.1188,2.0993,0.922,0.1145,0.1311,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
OHMIC_ET_lkg_5,SIN_ET_DC_RF_Vds_max_0p1mA,TOPSIN_ET_lkg_C300,2_shared_node_chaining,2.1279,2.1118,0.759,0.098,0.1147,0.0166,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0166 -- majority but not unanimous.
MEASURE_ET_DC_Stress_Vp_before,MEASURE_ET_RF_Modeling_Vp_01_W,SIN_GATE_ET_lkg_SY07_10,2_shared_node_chaining,2.1771,2.1562,0.96,0.0675,0.0842,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_RF_Modeling_Vp_01_W,2_shared_node_chaining,2.1246,2.104,0.971,0.1089,0.1255,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,THIN_ET_C20_0,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.1512,2.1332,0.836,0.0803,0.0969,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_lkg_C175pf,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,2.1151,2.0964,0.884,0.1151,0.1317,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_lkg_70_at20V,TOPSIN_ET_CapFICM1_0,TOPSIN_ET_Gm_max,2_shared_node_chaining,2.1318,2.1145,0.812,0.1029,0.1195,0.0166,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0166 -- majority but not unanimous.
TOPSIN_ET_C300pf,TOPSIN_ET_Gm_max,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.1264,2.1085,0.845,0.1078,0.1244,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_DC_SMALL_Vp_01,TOPSIN_ET_Cap1pf,TOPSIN_ET_DC_RF_Vds_max,2_shared_node_chaining,2.2277,2.2069,0.936,0.0246,0.0412,0.0166,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0166 -- majority but not unanimous.
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,FIC_ET_lkg_SY8_80,MEASURE_ET_lkg_C300,2_shared_node_chaining,2.1577,2.1407,0.787,0.0769,0.0935,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_DC_Stress_Vp_after,TOPSIN_ET_Gm_max,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,2.1584,2.1381,0.941,0.0832,0.0999,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_lkg_C300M1B,MEASURE_ET_lkg_PAD_10,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,2.1112,2.0929,0.869,0.1195,0.1361,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_lkg_100,SIN_ET_DC_RF_Vds_max_0p1mA,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1254,2.1086,0.792,0.1044,0.1209,0.0166,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0166 -- majority but not unanimous.
MEASURE_ET_lkg_100,THIN_ET_lkg_100_at20V,TOPSIN_ET_DC_RF_Vp_01,2_shared_node_chaining,2.1021,2.0797,1.066,0.1305,0.1471,0.0166,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0166 -- majority but not unanimous.
MEASURE_ET_lkg_50,TOPSIN_ET_CapFICM1_0,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.1235,2.1062,0.814,0.1038,0.1204,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_Rc_TF_AB_2,THIN_ET_C200_0,TOPSIN_ET_Cap1pf,2_shared_node_chaining,2.2343,2.2152,0.855,0.0175,0.0341,0.0166,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0166 -- majority but not unanimous.
MEASURE_ET_C100C500pf,SIN_Thickness_SiN_Thickness,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,2.1492,2.1315,0.825,0.091,0.1076,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_lkg_100,TOPSIN_ET_lkg_Cap_USV,2_shared_node_chaining,2.1197,2.1039,0.745,0.1075,0.1241,0.0166,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0166 -- majority but not unanimous.
MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_lkg_Cap2,TOPSIN_ET_lkg_Cap_USV,2_shared_node_chaining,2.0916,2.0774,0.677,0.1234,0.14,0.0166,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0166 -- majority but not unanimous.
MEASURE_ET_Cap3pf_0,MEASURE_ET_DC_RF_CF_S22_Ph_L1018,TOPSIN_ET_CapUSV_0,2_shared_node_chaining,2.2332,2.2171,0.719,0.013,0.0297,0.0166,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0166 -- majority but not unanimous.
ANODE_ET_Rc_an_ct2_OW_CR,MEASURE_ET_USV_Cappf,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,2.1886,2.173,0.711,0.0422,0.0588,0.0166,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0166 -- majority but not unanimous.
MEASURE_ET_Cap3pf,THIN_ET_Rc_TF_AB_2,THIN_ET_Rcat_cn_3_OW_ST,2_shared_node_chaining,2.1554,2.1372,0.846,0.0756,0.0922,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_lkg_C300FM1,MEASURE_ET_lkg_SY07_10,TOPSIN_ET_CapFICM1_0,2_shared_node_chaining,2.1127,2.095,0.835,0.1178,0.1344,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,MEASURE_ET_lkg_70,THIN_ET_lkg_C200,2_shared_node_chaining,2.1717,2.15,1.001,0.0703,0.0869,0.0166,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0166 -- majority but not unanimous.
MEASURE_ET_DC_SMALL_Vbgd_0p1,TOPSIN_ET_C100CapFICM1,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.0822,2.0655,0.803,0.1397,0.1563,0.0166,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0166 -- majority but not unanimous.
MEASURE_ET_Rc_f_hr_23,TOPSIN_ET_C100CapFICM1,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.0858,2.068,0.855,0.1383,0.155,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_C100Cap3pf,MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,MEASURE_ET_RF_Modeling_Id_search,2_shared_node_chaining,2.1134,2.0958,0.834,0.1114,0.128,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
THIN_ET_C_AN_2,TOPSIN_ET_CapFICM1,TOPSIN_ET_DC_PIV_Ids1_QP1,2_shared_node_chaining,2.2084,2.1876,0.939,0.0349,0.0516,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
THIN_ET_C_AN_2,TOPSIN_ET_CapUSV_0,TOPSIN_ET_DC_PIV_Ids1_QP1,2_shared_node_chaining,2.1889,2.1687,0.922,0.0549,0.0715,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_C300pf,MEASURE_ET_lkg_5,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,2.0808,2.0628,0.865,0.1432,0.1598,0.0166,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0166 -- majority but not unanimous.
FIC_ET_sh_f_tn_23,MEASURE_ET_C300FM1,MEASURE_ET_DC_SMALL_Vg_max_Vd,2_shared_node_chaining,2.2059,2.1864,0.882,0.0413,0.0579,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
THIN_ET_Rc_cat_ct2,TOPSIN_ET_Cap1pf,TOPSIN_ET_DC_SMALL_Vbgs_0p01,2_shared_node_chaining,2.0905,2.0703,0.962,0.1335,0.1501,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
MEASURE_ET_DC_RF_Max_S11_Ph_L2180,MEASURE_ET_Rc_f_tn_23,TOPSIN_ET_Cap_USV,2_shared_node_chaining,2.133,2.109,1.128,0.106,0.1226,0.0166,3/5,MODERATE,Full 3-way model beat lower-order in 3/5 folds with incremental R^2=0.0166 -- majority but not unanimous.
MEASURE_ET_DC_SEC_Ids_max_ON,MEASURE_ET_lkg_C300FM1,TOPSIN_ET_lkg_C300pf,2_shared_node_chaining,2.0955,2.0781,0.834,0.1308,0.1473,0.0166,4/5,MODERATE,"Full 3-way model beat lower-order in 4/5 folds, incremental R^2=0.0166."
