parameter_A,parameter_B,parameter_C,channels,lower_order_cv_rmse,full_3way_cv_rmse,incremental_rmse_improvement_pct,lower_order_cv_r2,full_3way_cv_r2,incremental_r2,fold_reproducibility,evidence_label,reason
MEASURE_ET_DC_Diode_D_leak_65V,MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,MEASURE_ET_lkg_CapFICM1,2_shared_node_chaining,2.2109,2.1386,3.271,0.0305,0.0944,0.0638,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0638."
MEASURE_ET_lkg_70_at20V,MEASURE_ET_lkg_Cap3,MEASURE_ET_lkg_CapFICM1,2_shared_node_chaining,2.1896,2.1139,3.46,0.0516,0.1153,0.0638,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0638."
MEASURE_ET_lkg_C300FM1,SIN_ET_lkg_SY8_80,THIN_ET_lkg_5,2_shared_node_chaining,2.1508,2.0808,3.253,0.0817,0.1455,0.0638,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0638."
MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,MEASURE_ET_lkg_CapFICM1,TOPSIN_ET_lkg_CapPARCAP,2_shared_node_chaining,2.1767,2.0994,3.55,0.06,0.1238,0.0638,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0638."
MEASURE_ET_lkg_C300FM1,MEASURE_ET_lkg_CapPARCAP,TOPSIN_ET_lkg_CapPARCAP,2_shared_node_chaining,2.1795,2.1123,3.082,0.0546,0.1184,0.0638,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0638."
FIC_ET_lkg_SY07_10,FIC_ET_lkg_SY8_80,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.145,2.0713,3.439,0.086,0.1498,0.0638,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0638."
FIC_ET_lkg_SY07_10,MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.154,2.0827,3.313,0.0788,0.1426,0.0638,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0638."
MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,MEASURE_ET_lkg_SY07_10,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1684,2.0955,3.36,0.0679,0.1318,0.0638,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0638."
MEASURE_ET_lkg_C300FB,THIN_ET_lkg_50_at20V,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1932,2.1211,3.289,0.051,0.1148,0.0638,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0638."
THIN_ET_lkg_70_at20V,THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_Cap2,2_shared_node_chaining,2.179,2.1076,3.275,0.0587,0.1224,0.0638,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0638."
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,MEASURE_ET_RF_Modeling_Vp_01_W,THIN_ET_Ran_con_2,2_shared_node_chaining,2.1815,2.1104,3.26,0.0582,0.1219,0.0638,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0638."
MEASURE_ET_lkg_10,MEASURE_ET_lkg_CapFICM1,SIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1583,2.0826,3.507,0.0787,0.1425,0.0638,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0638."
MEASURE_ET_DC_RF_Max_S11_Freq_L1018,MEASURE_ET_Rcat_cn_2_OW_ST,TOPSIN_ET_CapPARCAP_0,2_shared_node_chaining,2.1893,2.1103,3.609,0.0531,0.1169,0.0638,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0638."
FIC_ET_lkg_SY07_10,SIN_ET_lkg_SY07_10,THIN_ET_lkg_PAD_10,1_triangle+2_shared_node_chaining,2.1329,2.0582,3.501,0.0987,0.1623,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_C300FB,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_CapFICM1,1_triangle+2_shared_node_chaining,2.1318,2.0623,3.262,0.0934,0.157,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_50_at20V,THIN_ET_lkg_100_at20V,1_triangle+2_shared_node_chaining,2.1628,2.0881,3.455,0.0748,0.1385,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_lkg_CapFICM1,TOPSIN_ET_lkg_5,TOPSIN_ET_lkg_C175pf,1_triangle+2_shared_node_chaining,2.1819,2.1145,3.088,0.0489,0.1126,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_lkg_USV_Cap,THIN_ET_lkg_C300,TOPSIN_ET_lkg_5,1_triangle+2_shared_node_chaining,2.1853,2.1142,3.256,0.0519,0.1156,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
SIN_ET_lkg_SY07_10,THIN_ET_lkg_C200,TOPSIN_ET_lkg_5,1_triangle+2_shared_node_chaining,2.1544,2.0835,3.291,0.0773,0.1409,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_lkg_100,SIN_ET_lkg_SY07_10,THIN_ET_lkg_100_at20V,2_shared_node_chaining+3_edge_plus_high_conditional,2.1308,2.0556,3.533,0.1024,0.1661,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_C300pf,SIN_GATE_ET_lkg_SY07_10,THIN_ET_lkg_PAD_10,2_shared_node_chaining+3_edge_plus_high_conditional,2.1154,2.0398,3.574,0.1128,0.1765,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_C300M1B,TOPSIN_ET_lkg_C385pf,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.1424,2.0729,3.244,0.0854,0.1492,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_lkg_50_at20V,THIN_ET_lkg_100_at20V,TOPSIN_ET_lkg_CapPARCAP,2_shared_node_chaining,2.1571,2.0841,3.384,0.0785,0.1423,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_lkg_100_at20V,THIN_ET_lkg_70_at20V,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,2.1641,2.0877,3.532,0.0767,0.1405,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_lkg_C385pf,SIN_ET_lkg_SY8_80,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,2.1527,2.0784,3.453,0.0851,0.1488,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_lkg_C300FM1,THIN_ET_lkg_C200,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,2.1332,2.0593,3.463,0.1002,0.1639,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
FIC_ET_lkg_SY07_10,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,2_shared_node_chaining,2.1758,2.1017,3.404,0.0616,0.1253,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_Cap3pf,THIN_ET_Rc_TF_AB_2,TOPSIN_ET_C100Cap1pf,2_shared_node_chaining,2.1545,2.088,3.087,0.0693,0.133,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,MEASURE_ET_lkg_100,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1636,2.0879,3.501,0.0742,0.1379,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_lkg_C200,THIN_ET_lkg_50_at20V,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1701,2.0922,3.59,0.0692,0.1329,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_lkg_C500pf,MEASURE_ET_lkg_USV_Cap,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1477,2.0709,3.578,0.0898,0.1535,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_C300pf,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1592,2.0855,3.414,0.0782,0.1419,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_LT_SEC_Ileak_m5V_mA_mm,MEASURE_ET_lkg_PAD_10,TOPSIN_ET_lkg_C385pf,2_shared_node_chaining,2.1596,2.0831,3.539,0.0792,0.1429,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_5,2_shared_node_chaining,2.1467,2.0693,3.607,0.0889,0.1526,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_Rc_f_hr_23,OHMIC_ET_Rc_an_ct2,TOPSIN_ET_C100C500pf,2_shared_node_chaining,2.1269,2.0537,3.439,0.1022,0.1659,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_Rc_f_hr_23,THIN_ET_C200_0,TOPSIN_ET_C100C450pf,2_shared_node_chaining,2.1618,2.0888,3.377,0.0766,0.1403,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_lkg_C500pf,MEASURE_ET_lkg_Cap2,MEASURE_ET_lkg_Cap_USV,2_shared_node_chaining,2.146,2.0711,3.49,0.089,0.1527,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_DC_SMALL_Vp_01,THIN_ET_DC_RF_Vp_1,THIN_ET_Ran_con_2,2_shared_node_chaining,2.1951,2.1223,3.315,0.0489,0.1127,0.0637,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0637."
MEASURE_ET_C300pf,MEASURE_ET_lkg_C300pf,SIN_GATE_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining+3_edge_plus_high_conditional,2.17,2.1003,3.213,0.0652,0.1288,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,SIN_ET_lkg_SY07_10,TOPSIN_ET_lkg_C385pf,1_triangle+2_shared_node_chaining,2.1438,2.0656,3.648,0.0916,0.1551,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,MEASURE_ET_lkg_CapFICM1,TOPSIN_ET_lkg_5,1_triangle+2_shared_node_chaining,2.1794,2.1083,3.263,0.0557,0.1192,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
MEASURE_ET_lkg_C300FB,THIN_ET_lkg_5,THIN_ET_lkg_C200,1_triangle+2_shared_node_chaining,2.2035,2.1369,3.025,0.0322,0.0957,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
MEASURE_ET_lkg_CapFICM1,TOPSIN_ET_lkg_C300pf,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining,2.1666,2.0906,3.51,0.0723,0.1359,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
MEASURE_ET_lkg_C300pf,TOPSIN_ET_C100CapUSV,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.1419,2.0701,3.35,0.086,0.1496,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
MEASURE_ET_LT_SEC_Ileak_m10V_mA_mm,SIN_ET_lkg_SY07_10,THIN_ET_lkg_100_at20V,2_shared_node_chaining,2.1438,2.0658,3.637,0.0932,0.1567,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
MEASURE_ET_lkg_5,MEASURE_ET_lkg_CapFICM1,THIN_ET_lkg_100_at20V,2_shared_node_chaining,2.1497,2.0737,3.537,0.0843,0.1479,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_5,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,2.1376,2.0614,3.565,0.0957,0.1593,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_C175pf,TOPSIN_ET_lkg_C385pf,2_shared_node_chaining,2.1749,2.0999,3.447,0.0651,0.1287,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,MEASURE_ET_lkg_C200,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1357,2.0554,3.761,0.099,0.1626,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
FIC_ET_lkg_SY8_80,SIN_GATE_ET_lkg_5,THIN_ET_lkg_C200,2_shared_node_chaining,2.1662,2.0914,3.452,0.071,0.1345,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
MEASURE_ET_lkg_70_at20V,THIN_ET_lkg_C200,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1713,2.1015,3.215,0.0654,0.129,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_PAD_10,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1608,2.0864,3.44,0.0743,0.1379,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
MEASURE_ET_lkg_100,MEASURE_ET_lkg_C500pf,SIN_ET_lkg_SY8_80,2_shared_node_chaining,2.1403,2.0639,3.569,0.0958,0.1594,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
MEASURE_ET_lkg_Cap1,MEASURE_ET_lkg_CapFICM1,THIN_ET_lkg_70_at20V,2_shared_node_chaining,2.1895,2.1158,3.366,0.0484,0.112,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
FIC_ET_lkg_SY07_10,MEASURE_ET_lkg_USV_Cap,SIN_GATE_ET_lkg_5,2_shared_node_chaining,2.1674,2.091,3.525,0.0714,0.1351,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
MEASURE_ET_lkg_10,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_Cap_USV,2_shared_node_chaining,2.1641,2.0898,3.433,0.0753,0.1388,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,TOPSIN_ET_DC_SMALL_Vbgs_0p01,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1306,2.0569,3.458,0.0923,0.1559,0.0636,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0636."
MEASURE_ET_LT_SEC_Ileak_m5V_mA_mm,THIN_ET_lkg_100_at20V,THIN_ET_lkg_PAD_10,1_triangle+2_shared_node_chaining,2.158,2.0839,3.433,0.0765,0.14,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
MEASURE_ET_lkg_C300FM1,SIN_GATE_ET_lkg_5,TOPSIN_ET_lkg_Cap1,1_triangle+2_shared_node_chaining,2.1405,2.0643,3.56,0.0948,0.1583,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
MEASURE_ET_lkg_Cap2,MEASURE_ET_lkg_Cap_USV,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining,2.157,2.0793,3.603,0.077,0.1406,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
MEASURE_ET_lkg_Cap3,THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_C450pf,1_triangle+2_shared_node_chaining,2.1549,2.081,3.428,0.083,0.1465,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
THIN_ET_lkg_100_at20V,TOPSIN_ET_lkg_C300,TOPSIN_ET_lkg_C500pf,2_shared_node_chaining,2.154,2.0826,3.315,0.0815,0.145,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
MEASURE_ET_C300pf,MEASURE_ET_lkg_10,TOPSIN_ET_lkg_C385pf,2_shared_node_chaining,2.1583,2.0844,3.424,0.0773,0.1409,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
SIN_GATE_ET_lkg_SY07_10,TOPSIN_ET_lkg_C300,TOPSIN_ET_lkg_C385pf,2_shared_node_chaining,2.1943,2.1207,3.355,0.0458,0.1093,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
FIC_ET_Rc_f_hr_23,MEASURE_ET_Cap3pf_0,MEASURE_ET_Rc_f_hr_23,2_shared_node_chaining,2.1727,2.1055,3.093,0.0573,0.1208,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C385pf,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1548,2.0764,3.641,0.0843,0.1478,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_SY07_10,2_shared_node_chaining,2.1914,2.1215,3.19,0.0459,0.1095,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,SIN_ET_lkg_SY8_80,TOPSIN_ET_lkg_C300pf,2_shared_node_chaining,2.1521,2.0738,3.642,0.0841,0.1476,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
FIC_ET_lkg_SY8_80,MEASURE_ET_lkg_50_at20V,SIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1582,2.0828,3.494,0.0804,0.1439,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
MEASURE_ET_C100USV_Cappf,THIN_ET_Rc_TF_AB_2,TOPSIN_ET_C100CapFICM1,2_shared_node_chaining,2.2133,2.1495,2.885,0.0192,0.0828,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
FIC_ET_lkg_SY07_10,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,SIN_GATE_ET_lkg_5,2_shared_node_chaining,2.1562,2.0822,3.434,0.0772,0.1407,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
FIC_ET_lkg_SY07_10,MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1563,2.0841,3.346,0.0773,0.1408,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
FIC_ET_lkg_SY07_10,MEASURE_ET_lkg_C300FB,TOPSIN_ET_lkg_C500pf,2_shared_node_chaining,2.1549,2.0846,3.26,0.075,0.1384,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
MEASURE_ET_LT_SEC_Ileak_m5V_mA_mm,MEASURE_ET_lkg_CapFICM1,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,2.1787,2.1057,3.351,0.0586,0.1221,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
MEASURE_ET_lkg_C300FM1,SIN_GATE_ET_lkg_SY07_10,TOPSIN_ET_lkg_CapPARCAP,2_shared_node_chaining,2.1928,2.1238,3.145,0.0479,0.1113,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
FIC_ET_lkg_SY07_10,MEASURE_ET_LT_SEC_Ileak_m5V_mA_mm,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1521,2.0818,3.265,0.0784,0.1419,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,SIN_ET_lkg_SY8_80,TOPSIN_ET_lkg_Cap2,2_shared_node_chaining,2.1532,2.0768,3.55,0.0839,0.1474,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
FIC_ET_lkg_SY8_80,MEASURE_ET_lkg_USV_Cap,TOPSIN_ET_lkg_C300pf,2_shared_node_chaining,2.1663,2.0902,3.516,0.0727,0.1361,0.0635,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0635."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,THIN_ET_lkg_5,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining,2.159,2.0858,3.388,0.0681,0.1315,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_CapFICM1,1_triangle+2_shared_node_chaining,2.1451,2.0689,3.55,0.0887,0.152,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_lkg_C300FM1,THIN_ET_lkg_5,TOPSIN_ET_lkg_SY8_80,1_triangle+2_shared_node_chaining,2.1891,2.1213,3.097,0.049,0.1124,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_lkg_Cap2,TOPSIN_ET_lkg_Cap2,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining,2.1618,2.086,3.505,0.0726,0.136,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_lkg_Cap2,MEASURE_ET_lkg_PAD_10,THIN_ET_lkg_5,1_triangle+2_shared_node_chaining,2.1475,2.0796,3.159,0.0789,0.1424,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
SIN_ET_lkg_SY07_10,THIN_ET_lkg_100_at20V,THIN_ET_lkg_C300,1_triangle+2_shared_node_chaining,2.1295,2.0525,3.616,0.1064,0.1698,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_C300FB_0,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.1332,2.0609,3.388,0.0955,0.1588,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_LT_SEC_Ileak_m5V_mA_mm,THIN_ET_lkg_100_at20V,THIN_ET_lkg_70_at20V,2_shared_node_chaining,2.1622,2.0837,3.627,0.0767,0.1401,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
SIN_GATE_ET_lkg_SY07_10,THIN_ET_lkg_100_at20V,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1707,2.099,3.303,0.0688,0.1321,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
THIN_ET_lkg_100_at20V,THIN_ET_lkg_C300,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.1621,2.0867,3.487,0.0759,0.1393,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_C300FB_0,MEASURE_ET_lkg_Cap3,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1045,2.0261,3.728,0.1239,0.1873,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,SIN_GATE_ET_lkg_5,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,2.1575,2.0839,3.413,0.0768,0.1403,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_lkg_5,THIN_ET_lkg_50_at20V,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,2.1619,2.0882,3.406,0.0773,0.1407,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
TOPSIN_ET_lkg_C385pf,TOPSIN_ET_lkg_C450pf,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.1659,2.089,3.55,0.0743,0.1377,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
